GroupCode,GroupName,CountryCode,CountryName
IDA,IDA total,SOM,Somalia
IDA,IDA total,SSD,South Sudan
IDA,IDA total,STP,Sao Tome and Principe
IDA,IDA total,SYR,Syrian Arab Republic
IDA,IDA total,TCD,Chad
IDA,IDA total,TGO,Togo
IDA,IDA total,TJK,Tajikistan
IDA,IDA total,TLS,Timor-Leste
IDA,IDA total,TON,Tonga
IDA,IDA total,TUV,Tuvalu
IDA,IDA total,TZA,Tanzania
IDA,IDA total,UGA,Uganda
IDA,IDA total,UZB,Uzbekistan
IDA,IDA total,VCT,St. Vincent and the Grenadines
IDA,IDA total,VUT,Vanuatu
IDA,IDA total,WSM,Samoa
IDA,IDA total,XKX,Kosovo
IDA,IDA total,YEM,"Yemen, Rep."
IDA,IDA total,ZMB,Zambia
IDA,IDA total,ZWE,Zimbabwe
IDB,IDA blend,CMR,Cameroon
IDB,IDA blend,COG,"Congo, Rep."
IDB,IDA blend,CPV,Cabo Verde
IDB,IDA blend,DMA,Dominica
IDB,IDA blend,FJI,Fiji
IDB,IDA blend,GRD,Grenada
IDB,IDA blend,KEN,Kenya
IDB,IDA blend,LCA,St. Lucia
IDB,IDA blend,NGA,Nigeria
IDB,IDA blend,PAK,Pakistan
IDB,IDA blend,PNG,Papua New Guinea
IDB,IDA blend,TLS,Timor-Leste
IDB,IDA blend,UZB,Uzbekistan
IDB,IDA blend,VCT,St. Vincent and the Grenadines
IDB,IDA blend,ZWE,Zimbabwe
IDX,IDA only,AFG,Afghanistan
IDX,IDA only,BDI,Burundi
IDX,IDA only,BEN,Benin
IDX,IDA only,BFA,Burkina Faso
IDX,IDA only,BGD,Bangladesh
IDX,IDA only,BTN,Bhutan
IDX,IDA only,CAF,Central African Republic
IDX,IDA only,CIV,Cote d'Ivoire
IDX,IDA only,COD,"Congo, Dem. Rep."
IDX,IDA only,COM,Comoros
IDX,IDA only,DJI,Djibouti
IDX,IDA only,ERI,Eritrea
IDX,IDA only,ETH,Ethiopia
IDX,IDA only,FSM,"Micronesia, Fed. Sts."
IDX,IDA only,GHA,Ghana
IDX,IDA only,GIN,Guinea
IDX,IDA only,GMB,"Gambia, The"
IDX,IDA only,GNB,Guinea-Bissau
IDX,IDA only,GUY,Guyana
IDX,IDA only,HND,Honduras
IDX,IDA only,HTI,Haiti
IDX,IDA only,KGZ,Kyrgyz Republic
IDX,IDA only,KHM,Cambodia
IDX,IDA only,KIR,Kiribati
IDX,IDA only,LAO,Lao PDR
IDX,IDA only,LBR,Liberia
IDX,IDA only,LSO,Lesotho
IDX,IDA only,MDG,Madagascar
IDX,IDA only,MDV,Maldives
IDX,IDA only,MHL,Marshall Islands
IDX,IDA only,MLI,Mali
IDX,IDA only,MMR,Myanmar
IDX,IDA only,MOZ,Mozambique
IDX,IDA only,MRT,Mauritania
IDX,IDA only,MWI,Malawi
IDX,IDA only,NER,Niger
IDX,IDA only,NIC,Nicaragua
IDX,IDA only,NPL,Nepal
IDX,IDA only,RWA,Rwanda
IDX,IDA only,SDN,Sudan
IDX,IDA only,SEN,Senegal
IDX,IDA only,SLB,Solomon Islands
IDX,IDA only,SLE,Sierra Leone
IDX,IDA only,SOM,Somalia
IDX,IDA only,SSD,South Sudan
IDX,IDA only,STP,Sao Tome and Principe
IDX,IDA only,SYR,Syrian Arab Republic
IDX,IDA only,TCD,Chad
IDX,IDA only,TGO,Togo
IDX,IDA only,TJK,Tajikistan
IDX,IDA only,TON,Tonga
IDX,IDA only,TUV,Tuvalu
IDX,IDA only,TZA,Tanzania
IDX,IDA only,UGA,Uganda
IDX,IDA only,VUT,Vanuatu
IDX,IDA only,WSM,Samoa
IDX,IDA only,XKX,Kosovo
IDX,IDA only,YEM,"Yemen, Rep."
IDX,IDA only,ZMB,Zambia
LCN,Latin America & Caribbean,ABW,Aruba
LCN,Latin America & Caribbean,ARG,Argentina
LCN,Latin America & Caribbean,ATG,Antigua and Barbuda
LCN,Latin America & Caribbean,BHS,"Bahamas, The"
LCN,Latin America & Caribbean,BLZ,Belize
LCN,Latin America & Caribbean,BOL,Bolivia
LCN,Latin America & Caribbean,BRA,Brazil
LCN,Latin America & Caribbean,BRB,Barbados
LCN,Latin America & Caribbean,CHL,Chile
LCN,Latin America & Caribbean,COL,Colombia
LCN,Latin America & Caribbean,CRI,Costa Rica
LCN,Latin America & Caribbean,CUB,Cuba
LCN,Latin America & Caribbean,CUW,Curacao
LCN,Latin America & Caribbean,CYM,Cayman Islands
LCN,Latin America & Caribbean,DMA,Dominica
LCN,Latin America & Caribbean,DOM,Dominican Republic
LCN,Latin America & Caribbean,ECU,Ecuador
LCN,Latin America & Caribbean,GRD,Grenada
LCN,Latin America & Caribbean,GTM,Guatemala
LCN,Latin America & Caribbean,GUY,Guyana
LCN,Latin America & Caribbean,HND,Honduras
LCN,Latin America & Caribbean,HTI,Haiti
LCN,Latin America & Caribbean,JAM,Jamaica
LCN,Latin America & Caribbean,KNA,St. Kitts and Nevis
LCN,Latin America & Caribbean,LCA,St. Lucia
LCN,Latin America & Caribbean,MAF,St. Martin (French part)
LCN,Latin America & Caribbean,MEX,Mexico
LCN,Latin America & Caribbean,NIC,Nicaragua
LCN,Latin America & Caribbean,PAN,Panama
LCN,Latin America & Caribbean,PER,Peru
LCN,Latin America & Caribbean,PRI,Puerto Rico
LCN,Latin America & Caribbean,PRY,Paraguay
LCN,Latin America & Caribbean,SLV,El Salvador
LCN,Latin America & Caribbean,SUR,Suriname
LCN,Latin America & Caribbean,SXM,Sint Maarten (Dutch part)
LCN,Latin America & Caribbean,TCA,Turks and Caicos Islands
LCN,Latin America & Caribbean,TTO,Trinidad and Tobago
LCN,Latin America & Caribbean,URY,Uruguay
LCN,Latin America & Caribbean,VCT,St. Vincent and the Grenadines
LCN,Latin America & Caribbean,VEN,"Venezuela, RB"
LCN,Latin America & Caribbean,VGB,British Virgin Islands
LCN,Latin America & Caribbean,VIR,Virgin Islands (U.S.)
LDC,Least developed countries: UN classification,AFG,Afghanistan
LDC,Least developed countries: UN classification,AGO,Angola
LDC,Least developed countries: UN classification,BDI,Burundi
LDC,Least developed countries: UN classification,BEN,Benin
LDC,Least developed countries: UN classification,BFA,Burkina Faso
LDC,Least developed countries: UN classification,BGD,Bangladesh
LDC,Least developed countries: UN classification,BTN,Bhutan
LDC,Least developed countries: UN classification,CAF,Central African Republic
LDC,Least developed countries: UN classification,COD,"Congo, Dem. Rep."
LDC,Least developed countries: UN classification,COM,Comoros
LDC,Least developed countries: UN classification,DJI,Djibouti
LDC,Least developed countries: UN classification,ERI,Eritrea
LDC,Least developed countries: UN classification,ETH,Ethiopia
LDC,Least developed countries: UN classification,GIN,Guinea
LDC,Least developed countries: UN classification,GMB,"Gambia, The"
LDC,Least developed countries: UN classification,GNB,Guinea-Bissau
LDC,Least developed countries: UN classification,HTI,Haiti
LDC,Least developed countries: UN classification,KHM,Cambodia
LDC,Least developed countries: UN classification,KIR,Kiribati
LDC,Least developed countries: UN classification,LAO,Lao PDR
LDC,Least developed countries: UN classification,LBR,Liberia
LDC,Least developed countries: UN classification,LSO,Lesotho
LDC,Least developed countries: UN classification,MDG,Madagascar
LDC,Least developed countries: UN classification,MLI,Mali
LDC,Least developed countries: UN classification,MMR,Myanmar
LDC,Least developed countries: UN classification,MOZ,Mozambique
LDC,Least developed countries: UN classification,MRT,Mauritania
LDC,Least developed countries: UN classification,MWI,Malawi
LDC,Least developed countries: UN classification,NER,Niger
LDC,Least developed countries: UN classification,NPL,Nepal
LDC,Least developed countries: UN classification,RWA,Rwanda
LDC,Least developed countries: UN classification,SDN,Sudan
LDC,Least developed countries: UN classification,SEN,Senegal
LDC,Least developed countries: UN classification,SLB,Solomon Islands
LDC,Least developed countries: UN classification,SLE,Sierra Leone
LDC,Least developed countries: UN classification,SOM,Somalia
LDC,Least developed countries: UN classification,SSD,South Sudan
LDC,Least developed countries: UN classification,STP,Sao Tome and Principe
LDC,Least developed countries: UN classification,TCD,Chad
LDC,Least developed countries: UN classification,TGO,Togo
LDC,Least developed countries: UN classification,TLS,Timor-Leste
LDC,Least developed countries: UN classification,TUV,Tuvalu
LDC,Least developed countries: UN classification,TZA,Tanzania
LDC,Least developed countries: UN classification,UGA,Uganda
LDC,Least developed countries: UN classification,VUT,Vanuatu
LDC,Least developed countries: UN classification,YEM,"Yemen, Rep."
LDC,Least developed countries: UN classification,ZMB,Zambia
LTE,Late-demographic dividend,ABW,Aruba
LTE,Late-demographic dividend,ALB,Albania
LTE,Late-demographic dividend,ARE,United Arab Emirates
LTE,Late-demographic dividend,ARM,Armenia
LTE,Late-demographic dividend,AZE,Azerbaijan
LTE,Late-demographic dividend,BHS,"Bahamas, The"
LTE,Late-demographic dividend,BRA,Brazil
LTE,Late-demographic dividend,BRN,Brunei Darussalam
LTE,Late-demographic dividend,CHL,Chile
LTE,Late-demographic dividend,CHN,China
LTE,Late-demographic dividend,COL,Colombia
LTE,Late-demographic dividend,CRI,Costa Rica
LTE,Late-demographic dividend,CYP,Cyprus
LTE,Late-demographic dividend,EST,Estonia
LTE,Late-demographic dividend,FJI,Fiji
LTE,Late-demographic dividend,GEO,Georgia
LTE,Late-demographic dividend,GUM,Guam
LTE,Late-demographic dividend,GUY,Guyana
LTE,Late-demographic dividend,IRL,Ireland
LTE,Late-demographic dividend,ISL,Iceland
LTE,Late-demographic dividend,JAM,Jamaica
LTE,Late-demographic dividend,KAZ,Kazakhstan
LTE,Late-demographic dividend,KGZ,Kyrgyz Republic
LTE,Late-demographic dividend,KWT,Kuwait
LTE,Late-demographic dividend,LBN,Lebanon
LTE,Late-demographic dividend,LCA,St. Lucia
LTE,Late-demographic dividend,LKA,Sri Lanka
LTE,Late-demographic dividend,LVA,Latvia
LTE,Late-demographic dividend,MAR,Morocco
LTE,Late-demographic dividend,MDA,Moldova
LTE,Late-demographic dividend,MKD,North Macedonia
LTE,Late-demographic dividend,MNE,Montenegro
LTE,Late-demographic dividend,MNG,Mongolia
LTE,Late-demographic dividend,MUS,Mauritius
LTE,Late-demographic dividend,MYS,Malaysia
LTE,Late-demographic dividend,NCL,New Caledonia
LTE,Late-demographic dividend,OMN,Oman
LTE,Late-demographic dividend,POL,Poland
LTE,Late-demographic dividend,PRI,Puerto Rico
LTE,Late-demographic dividend,PRK,"Korea, Dem. People's Rep."
LTE,Late-demographic dividend,PYF,French Polynesia
LTE,Late-demographic dividend,QAT,Qatar
LTE,Late-demographic dividend,ROU,Romania
LTE,Late-demographic dividend,RUS,Russian Federation
LTE,Late-demographic dividend,SRB,Serbia
LTE,Late-demographic dividend,SVK,Slovak Republic
LTE,Late-demographic dividend,SYC,Seychelles
LTE,Late-demographic dividend,THA,Thailand
LTE,Late-demographic dividend,TTO,Trinidad and Tobago
LTE,Late-demographic dividend,TUN,Tunisia
LTE,Late-demographic dividend,URY,Uruguay
LTE,Late-demographic dividend,VCT,St. Vincent and the Grenadines
LTE,Late-demographic dividend,VIR,Virgin Islands (U.S.)
LTE,Late-demographic dividend,VNM,Vietnam
MEA,Middle East & North Africa,ARE,United Arab Emirates
MEA,Middle East & North Africa,BHR,Bahrain
MEA,Middle East & North Africa,DJI,Djibouti
MEA,Middle East & North Africa,DZA,Algeria
MEA,Middle East & North Africa,EGY,"Egypt, Arab Rep."
MEA,Middle East & North Africa,IRN,"Iran, Islamic Rep."
MEA,Middle East & North Africa,IRQ,Iraq
MEA,Middle East & North Africa,ISR,Israel
MEA,Middle East & North Africa,JOR,Jordan
MEA,Middle East & North Africa,KWT,Kuwait
MEA,Middle East & North Africa,LBN,Lebanon
MEA,Middle East & North Africa,LBY,Libya
MEA,Middle East & North Africa,MAR,Morocco
MEA,Middle East & North Africa,MLT,Malta
MEA,Middle East & North Africa,OMN,Oman
MEA,Middle East & North Africa,PSE,West Bank and Gaza
MEA,Middle East & North Africa,QAT,Qatar
MEA,Middle East & North Africa,SAU,Saudi Arabia
MEA,Middle East & North Africa,SYR,Syrian Arab Republic
MEA,Middle East & North Africa,TUN,Tunisia
MEA,Middle East & North Africa,YEM,"Yemen, Rep."
NAC,North America,BMU,Bermuda
NAC,North America,CAN,Canada
NAC,North America,USA,United States
OED,OECD members,AUS,Australia
OED,OECD members,AUT,Austria
OED,OECD members,BEL,Belgium
OED,OECD members,CAN,Canada
OED,OECD members,CHE,Switzerland
OED,OECD members,CHL,Chile
OED,OECD members,COL,Colombia
OED,OECD members,CZE,Czech Republic
OED,OECD members,DEU,Germany
OED,OECD members,DNK,Denmark
OED,OECD members,ESP,Spain
OED,OECD members,EST,Estonia
OED,OECD members,FIN,Finland
OED,OECD members,FRA,France
OED,OECD members,GBR,United Kingdom
OED,OECD members,GRC,Greece
OED,OECD members,HUN,Hungary
OED,OECD members,IRL,Ireland
OED,OECD members,ISL,Iceland
OED,OECD members,ISR,Israel
OED,OECD members,ITA,Italy
OED,OECD members,JPN,Japan
OED,OECD members,KOR,"Korea, Rep."
OED,OECD members,LTU,Lithuania
OED,OECD members,LUX,Luxembourg
OED,OECD members,LVA,Latvia
OED,OECD members,MEX,Mexico
OED,OECD members,NLD,Netherlands
OED,OECD members,NOR,Norway
OED,OECD members,NZL,New Zealand
OED,OECD members,POL,Poland
OED,OECD members,PRT,Portugal
OED,OECD members,SVK,Slovak Republic
OED,OECD members,SVN,Slovenia
OED,OECD members,SWE,Sweden
OED,OECD members,TUR,Turkey
OED,OECD members,USA,United States
OSS,Other small states,BHR,Bahrain
OSS,Other small states,BRN,Brunei Darussalam
OSS,Other small states,BTN,Bhutan
OSS,Other small states,BWA,Botswana
OSS,Other small states,COM,Comoros
OSS,Other small states,CPV,Cabo Verde
OSS,Other small states,CYP,Cyprus
OSS,Other small states,DJI,Djibouti
OSS,Other small states,EST,Estonia
OSS,Other small states,GAB,Gabon
OSS,Other small states,GMB,"Gambia, The"
OSS,Other small states,GNB,Guinea-Bissau
OSS,Other small states,GNQ,Equatorial Guinea
OSS,Other small states,ISL,Iceland
OSS,Other small states,LSO,Lesotho
OSS,Other small states,MDV,Maldives
OSS,Other small states,MLT,Malta
OSS,Other small states,MNE,Montenegro
OSS,Other small states,MUS,Mauritius
OSS,Other small states,NAM,Namibia
OSS,Other small states,QAT,Qatar
OSS,Other small states,SMR,San Marino
OSS,Other small states,STP,Sao Tome and Principe
OSS,Other small states,SWZ,Eswatini
OSS,Other small states,SYC,Seychelles
OSS,Other small states,TLS,Timor-Leste
PRE,Pre-demographic dividend,AFG,Afghanistan
PRE,Pre-demographic dividend,AGO,Angola
PRE,Pre-demographic dividend,BDI,Burundi
PRE,Pre-demographic dividend,BEN,Benin
PRE,Pre-demographic dividend,BFA,Burkina Faso
PRE,Pre-demographic dividend,CAF,Central African Republic
PRE,Pre-demographic dividend,CIV,Cote d'Ivoire
PRE,Pre-demographic dividend,CMR,Cameroon
PRE,Pre-demographic dividend,COD,"Congo, Dem. Rep."
PRE,Pre-demographic dividend,COG,"Congo, Rep."
PRE,Pre-demographic dividend,COM,Comoros
PRE,Pre-demographic dividend,ERI,Eritrea
PRE,Pre-demographic dividend,GIN,Guinea
PRE,Pre-demographic dividend,GMB,"Gambia, The"
PRE,Pre-demographic dividend,GNB,Guinea-Bissau
PRE,Pre-demographic dividend,GNQ,Equatorial Guinea
PRE,Pre-demographic dividend,IRQ,Iraq
PRE,Pre-demographic dividend,KEN,Kenya
PRE,Pre-demographic dividend,LBR,Liberia
PRE,Pre-demographic dividend,MDG,Madagascar
PRE,Pre-demographic dividend,MLI,Mali
PRE,Pre-demographic dividend,MOZ,Mozambique
PRE,Pre-demographic dividend,MRT,Mauritania
PRE,Pre-demographic dividend,MWI,Malawi
PRE,Pre-demographic dividend,NER,Niger
PRE,Pre-demographic dividend,NGA,Nigeria
PRE,Pre-demographic dividend,SDN,Sudan
PRE,Pre-demographic dividend,SEN,Senegal
PRE,Pre-demographic dividend,SLE,Sierra Leone
PRE,Pre-demographic dividend,SOM,Somalia
PRE,Pre-demographic dividend,SSD,South Sudan
PRE,Pre-demographic dividend,TCD,Chad
PRE,Pre-demographic dividend,TGO,Togo
PRE,Pre-demographic dividend,TLS,Timor-Leste
PRE,Pre-demographic dividend,TZA,Tanzania
PRE,Pre-demographic dividend,UGA,Uganda
PRE,Pre-demographic dividend,ZMB,Zambia
PSS,Pacific island small states,FJI,Fiji
PSS,Pacific island small states,FSM,"Micronesia, Fed. Sts."
PSS,Pacific island small states,KIR,Kiribati
PSS,Pacific island small states,MHL,Marshall Islands
PSS,Pacific island small states,NRU,Nauru
PSS,Pacific island small states,PLW,Palau
PSS,Pacific island small states,SLB,Solomon Islands
PSS,Pacific island small states,TON,Tonga
PSS,Pacific island small states,TUV,Tuvalu
PSS,Pacific island small states,VUT,Vanuatu
PSS,Pacific island small states,WSM,Samoa
PST,Post-demographic dividend,ATG,Antigua and Barbuda
PST,Post-demographic dividend,AUS,Australia
PST,Post-demographic dividend,AUT,Austria
PST,Post-demographic dividend,BEL,Belgium
PST,Post-demographic dividend,BGR,Bulgaria
PST,Post-demographic dividend,BIH,Bosnia and Herzegovina
PST,Post-demographic dividend,BLR,Belarus
PST,Post-demographic dividend,BRB,Barbados
PST,Post-demographic dividend,CAN,Canada
PST,Post-demographic dividend,CHE,Switzerland
PST,Post-demographic dividend,CUB,Cuba
PST,Post-demographic dividend,CZE,Czech Republic
PST,Post-demographic dividend,DEU,Germany
PST,Post-demographic dividend,DNK,Denmark
PST,Post-demographic dividend,ESP,Spain
PST,Post-demographic dividend,FIN,Finland
PST,Post-demographic dividend,FRA,France
PST,Post-demographic dividend,GBR,United Kingdom
PST,Post-demographic dividend,GRC,Greece
PST,Post-demographic dividend,HKG,"Hong Kong SAR, China"
PST,Post-demographic dividend,HRV,Croatia
PST,Post-demographic dividend,HUN,Hungary
PST,Post-demographic dividend,ITA,Italy
PST,Post-demographic dividend,JPN,Japan
PST,Post-demographic dividend,KOR,"Korea, Rep."
PST,Post-demographic dividend,LTU,Lithuania
PST,Post-demographic dividend,LUX,Luxembourg
PST,Post-demographic dividend,MAC,"Macao SAR, China"
PST,Post-demographic dividend,MLT,Malta
PST,Post-demographic dividend,NLD,Netherlands
PST,Post-demographic dividend,NOR,Norway
PST,Post-demographic dividend,NZL,New Zealand
PST,Post-demographic dividend,PRT,Portugal
PST,Post-demographic dividend,SGP,Singapore
PST,Post-demographic dividend,SVN,Slovenia
PST,Post-demographic dividend,SWE,Sweden
PST,Post-demographic dividend,UKR,Ukraine
PST,Post-demographic dividend,USA,United States
SAS,South Asia,AFG,Afghanistan
SAS,South Asia,BGD,Bangladesh
SAS,South Asia,BTN,Bhutan
SAS,South Asia,IND,India
SAS,South Asia,LKA,Sri Lanka
SAS,South Asia,MDV,Maldives
SAS,South Asia,NPL,Nepal
SAS,South Asia,PAK,Pakistan
SSF,Sub-Saharan Africa,AGO,Angola
SSF,Sub-Saharan Africa,BDI,Burundi
SSF,Sub-Saharan Africa,BEN,Benin
SSF,Sub-Saharan Africa,BFA,Burkina Faso
SSF,Sub-Saharan Africa,BWA,Botswana
SSF,Sub-Saharan Africa,CAF,Central African Republic
SSF,Sub-Saharan Africa,CIV,Cote d'Ivoire
SSF,Sub-Saharan Africa,CMR,Cameroon
SSF,Sub-Saharan Africa,COD,"Congo, Dem. Rep."
SSF,Sub-Saharan Africa,COG,"Congo, Rep."
SSF,Sub-Saharan Africa,COM,Comoros
SSF,Sub-Saharan Africa,CPV,Cabo Verde
SSF,Sub-Saharan Africa,ERI,Eritrea
SSF,Sub-Saharan Africa,ETH,Ethiopia
SSF,Sub-Saharan Africa,GAB,Gabon
SSF,Sub-Saharan Africa,GHA,Ghana
SSF,Sub-Saharan Africa,GIN,Guinea
SSF,Sub-Saharan Africa,GMB,"Gambia, The"
SSF,Sub-Saharan Africa,GNB,Guinea-Bissau
SSF,Sub-Saharan Africa,GNQ,Equatorial Guinea
SSF,Sub-Saharan Africa,KEN,Kenya
SSF,Sub-Saharan Africa,LBR,Liberia
SSF,Sub-Saharan Africa,LSO,Lesotho
SSF,Sub-Saharan Africa,MDG,Madagascar
SSF,Sub-Saharan Africa,MLI,Mali
SSF,Sub-Saharan Africa,MOZ,Mozambique
SSF,Sub-Saharan Africa,MRT,Mauritania
SSF,Sub-Saharan Africa,MUS,Mauritius
SSF,Sub-Saharan Africa,MWI,Malawi
SSF,Sub-Saharan Africa,NAM,Namibia
SSF,Sub-Saharan Africa,NER,Niger
SSF,Sub-Saharan Africa,NGA,Nigeria
SSF,Sub-Saharan Africa,RWA,Rwanda
SSF,Sub-Saharan Africa,SDN,Sudan
SSF,Sub-Saharan Africa,SEN,Senegal
SSF,Sub-Saharan Africa,SLE,Sierra Leone
SSF,Sub-Saharan Africa,SOM,Somalia
SSF,Sub-Saharan Africa,SSD,South Sudan
SSF,Sub-Saharan Africa,STP,Sao Tome and Principe
SSF,Sub-Saharan Africa,SWZ,Eswatini
SSF,Sub-Saharan Africa,SYC,Seychelles
SSF,Sub-Saharan Africa,TCD,Chad
SSF,Sub-Saharan Africa,TGO,Togo
SSF,Sub-Saharan Africa,TZA,Tanzania
SSF,Sub-Saharan Africa,UGA,Uganda
SSF,Sub-Saharan Africa,ZAF,South Africa
SSF,Sub-Saharan Africa,ZMB,Zambia
SSF,Sub-Saharan Africa,ZWE,Zimbabwe
SST,Small states,ATG,Antigua and Barbuda
SST,Small states,BHR,Bahrain
SST,Small states,BHS,"Bahamas, The"
SST,Small states,BLZ,Belize
SST,Small states,BRB,Barbados
SST,Small states,BRN,Brunei Darussalam
SST,Small states,BTN,Bhutan
SST,Small states,BWA,Botswana
SST,Small states,COM,Comoros
SST,Small states,CPV,Cabo Verde
SST,Small states,CYP,Cyprus
SST,Small states,DJI,Djibouti
SST,Small states,DMA,Dominica
SST,Small states,EST,Estonia
SST,Small states,FJI,Fiji
SST,Small states,FSM,"Micronesia, Fed. Sts."
SST,Small states,GAB,Gabon
SST,Small states,GMB,"Gambia, The"
SST,Small states,GNB,Guinea-Bissau
SST,Small states,GNQ,Equatorial Guinea
SST,Small states,GRD,Grenada
SST,Small states,GUY,Guyana
SST,Small states,ISL,Iceland
SST,Small states,JAM,Jamaica
SST,Small states,KIR,Kiribati
SST,Small states,KNA,St. Kitts and Nevis
SST,Small states,LCA,St. Lucia
SST,Small states,LSO,Lesotho
SST,Small states,MDV,Maldives
SST,Small states,MHL,Marshall Islands
SST,Small states,MLT,Malta
SST,Small states,MNE,Montenegro
SST,Small states,MUS,Mauritius
SST,Small states,NAM,Namibia
SST,Small states,NRU,Nauru
SST,Small states,PLW,Palau
SST,Small states,QAT,Qatar
SST,Small states,SLB,Solomon Islands
SST,Small states,SMR,San Marino
SST,Small states,STP,Sao Tome and Principe
SST,Small states,SUR,Suriname
SST,Small states,SWZ,Eswatini
SST,Small states,SYC,Seychelles
SST,Small states,TLS,Timor-Leste
SST,Small states,TON,Tonga
SST,Small states,TTO,Trinidad and Tobago
SST,Small states,TUV,Tuvalu
SST,Small states,VCT,St. Vincent and the Grenadines
SST,Small states,VUT,Vanuatu
SST,Small states,WSM,Samoa
TEA,East Asia & Pacific (IDA & IBRD),CHN,China
TEA,East Asia & Pacific (IDA & IBRD),FJI,Fiji
TEA,East Asia & Pacific (IDA & IBRD),FSM,"Micronesia, Fed. Sts."
TEA,East Asia & Pacific (IDA & IBRD),IDN,Indonesia
TEA,East Asia & Pacific (IDA & IBRD),KHM,Cambodia
TEA,East Asia & Pacific (IDA & IBRD),KIR,Kiribati
TEA,East Asia & Pacific (IDA & IBRD),LAO,Lao PDR
TEA,East Asia & Pacific (IDA & IBRD),MHL,Marshall Islands
TEA,East Asia & Pacific (IDA & IBRD),MMR,Myanmar
TEA,East Asia & Pacific (IDA & IBRD),MNG,Mongolia
TEA,East Asia & Pacific (IDA & IBRD),MYS,Malaysia
TEA,East Asia & Pacific (IDA & IBRD),NRU,Nauru
TEA,East Asia & Pacific (IDA & IBRD),PHL,Philippines
TEA,East Asia & Pacific (IDA & IBRD),PLW,Palau
TEA,East Asia & Pacific (IDA & IBRD),PNG,Papua New Guinea
TEA,East Asia & Pacific (IDA & IBRD),SLB,Solomon Islands
TEA,East Asia & Pacific (IDA & IBRD),THA,Thailand
TEA,East Asia & Pacific (IDA & IBRD),TLS,Timor-Leste
TEA,East Asia & Pacific (IDA & IBRD),TON,Tonga
TEA,East Asia & Pacific (IDA & IBRD),TUV,Tuvalu
TEA,East Asia & Pacific (IDA & IBRD),VNM,Vietnam
TEA,East Asia & Pacific (IDA & IBRD),VUT,Vanuatu
TEA,East Asia & Pacific (IDA & IBRD),WSM,Samoa
TEC,Europe & Central Asia (IDA & IBRD),ALB,Albania
TEC,Europe & Central Asia (IDA & IBRD),ARM,Armenia
TEC,Europe & Central Asia (IDA & IBRD),AZE,Azerbaijan
TEC,Europe & Central Asia (IDA & IBRD),BGR,Bulgaria
TEC,Europe & Central Asia (IDA & IBRD),BIH,Bosnia and Herzegovina
TEC,Europe & Central Asia (IDA & IBRD),BLR,Belarus
TEC,Europe & Central Asia (IDA & IBRD),GEO,Georgia
TEC,Europe & Central Asia (IDA & IBRD),HRV,Croatia
TEC,Europe & Central Asia (IDA & IBRD),KAZ,Kazakhstan
TEC,Europe & Central Asia (IDA & IBRD),KGZ,Kyrgyz Republic
TEC,Europe & Central Asia (IDA & IBRD),MDA,Moldova
TEC,Europe & Central Asia (IDA & IBRD),MKD,North Macedonia
TEC,Europe & Central Asia (IDA & IBRD),MNE,Montenegro
TEC,Europe & Central Asia (IDA & IBRD),POL,Poland
TEC,Europe & Central Asia (IDA & IBRD),ROU,Romania
TEC,Europe & Central Asia (IDA & IBRD),RUS,Russian Federation
TEC,Europe & Central Asia (IDA & IBRD),SRB,Serbia
TEC,Europe & Central Asia (IDA & IBRD),TJK,Tajikistan
TEC,Europe & Central Asia (IDA & IBRD),TKM,Turkmenistan
TEC,Europe & Central Asia (IDA & IBRD),TUR,Turkey
TEC,Europe & Central Asia (IDA & IBRD),UKR,Ukraine
TEC,Europe & Central Asia (IDA & IBRD),UZB,Uzbekistan
TEC,Europe & Central Asia (IDA & IBRD),XKX,Kosovo
TLA,Latin America & Caribbean (IDA & IBRD),ARG,Argentina
TLA,Latin America & Caribbean (IDA & IBRD),ATG,Antigua and Barbuda
TLA,Latin America & Caribbean (IDA & IBRD),BLZ,Belize
TLA,Latin America & Caribbean (IDA & IBRD),BOL,Bolivia
TLA,Latin America & Caribbean (IDA & IBRD),BRA,Brazil
TLA,Latin America & Caribbean (IDA & IBRD),CHL,Chile
TLA,Latin America & Caribbean (IDA & IBRD),COL,Colombia
TLA,Latin America & Caribbean (IDA & IBRD),CRI,Costa Rica
TLA,Latin America & Caribbean (IDA & IBRD),DMA,Dominica
TLA,Latin America & Caribbean (IDA & IBRD),DOM,Dominican Republic
TLA,Latin America & Caribbean (IDA & IBRD),ECU,Ecuador
TLA,Latin America & Caribbean (IDA & IBRD),GRD,Grenada
TLA,Latin America & Caribbean (IDA & IBRD),GTM,Guatemala
TLA,Latin America & Caribbean (IDA & IBRD),GUY,Guyana
TLA,Latin America & Caribbean (IDA & IBRD),HND,Honduras
TLA,Latin America & Caribbean (IDA & IBRD),HTI,Haiti
TLA,Latin America & Caribbean (IDA & IBRD),JAM,Jamaica
TLA,Latin America & Caribbean (IDA & IBRD),KNA,St. Kitts and Nevis
TLA,Latin America & Caribbean (IDA & IBRD),LCA,St. Lucia
TLA,Latin America & Caribbean (IDA & IBRD),MEX,Mexico
TLA,Latin America & Caribbean (IDA & IBRD),NIC,Nicaragua
TLA,Latin America & Caribbean (IDA & IBRD),PAN,Panama
TLA,Latin America & Caribbean (IDA & IBRD),PER,Peru
TLA,Latin America & Caribbean (IDA & IBRD),PRY,Paraguay
