country_name,local_unit_name,year,time,deaths,time_unit
India,Chennai City,2018,22,1262,weekly
India,Chennai City,2018,23,1267,weekly
India,Chennai City,2018,24,1210,weekly
India,Chennai City,2018,25,1189,weekly
India,Chennai City,2018,26,1074,weekly
India,Chennai City,2018,27,1180,weekly
India,Chennai City,2018,28,1085,weekly
India,Chennai City,2018,29,1192,weekly
India,Chennai City,2018,30,1161,weekly
India,Chennai City,2018,31,1039,weekly
India,Chennai City,2018,32,1038,weekly
India,Chennai City,2018,33,1081,weekly
India,Chennai City,2018,34,1179,weekly
India,Chennai City,2018,35,1040,weekly
India,Chennai City,2018,36,1145,weekly
India,Chennai City,2018,37,1123,weekly
India,Chennai City,2018,38,1098,weekly
India,Chennai City,2018,39,1167,weekly
India,Chennai City,2018,40,1088,weekly
India,Chennai City,2018,41,1228,weekly
India,Chennai City,2018,42,1291,weekly
India,Chennai City,2018,43,1375,weekly
India,Chennai City,2018,44,1402,weekly
India,Chennai City,2018,45,1406,weekly
India,Chennai City,2018,46,1460,weekly
India,Chennai City,2018,47,1269,weekly
India,Chennai City,2018,48,1276,weekly
India,Chennai City,2018,49,1255,weekly
India,Chennai City,2018,50,1270,weekly
India,Chennai City,2018,51,1310,weekly
India,Chennai City,2018,52,1326,weekly
India,Chennai City,2019,1,1287,weekly
India,Chennai City,2019,2,1436,weekly
India,Chennai City,2019,3,1408,weekly
India,Chennai City,2019,4,1415,weekly
India,Chennai City,2019,5,1325,weekly
India,Chennai City,2019,6,1278,weekly
India,Chennai City,2019,7,1255,weekly
India,Chennai City,2019,8,1275,weekly
India,Chennai City,2019,9,1306,weekly
India,Chennai City,2019,10,1220,weekly
India,Chennai City,2019,11,1215,weekly
India,Chennai City,2019,12,1223,weekly
India,Chennai City,2019,13,1142,weekly
India,Chennai City,2019,14,1133,weekly
India,Chennai City,2019,15,1114,weekly
India,Chennai City,2019,16,1181,weekly
India,Chennai City,2019,17,1139,weekly
India,Chennai City,2019,18,1235,weekly
India,Chennai City,2019,19,1325,weekly
India,Chennai City,2019,20,1284,weekly
India,Chennai City,2019,21,1262,weekly
India,Chennai City,2019,22,1328,weekly
India,Chennai City,2019,23,1445,weekly
India,Chennai City,2019,24,1545,weekly
India,Chennai City,2019,25,1573,weekly
India,Chennai City,2019,26,1226,weekly
India,Chennai City,2019,27,1140,weekly
India,Chennai City,2019,28,1179,weekly
India,Chennai City,2019,29,1121,weekly
India,Chennai City,2019,30,1146,weekly
India,Chennai City,2019,31,1194,weekly
India,Chennai City,2019,32,1268,weekly
India,Chennai City,2019,33,1213,weekly
India,Chennai City,2019,34,1136,weekly
India,Chennai City,2019,35,1211,weekly
India,Chennai City,2019,36,1232,weekly
India,Chennai City,2019,37,1344,weekly
India,Chennai City,2019,38,1207,weekly
India,Chennai City,2019,39,1283,weekly
India,Chennai City,2019,40,1301,weekly
India,Chennai City,2019,41,1403,weekly
India,Chennai City,2019,42,1308,weekly
India,Chennai City,2019,43,1393,weekly
India,Chennai City,2019,44,1485,weekly
India,Chennai City,2019,45,1576,weekly
India,Chennai City,2019,46,1404,weekly
India,Chennai City,2019,47,1312,weekly
India,Chennai City,2019,48,1319,weekly
India,Chennai City,2019,49,1284,weekly
India,Chennai City,2019,50,1362,weekly
India,Chennai City,2019,51,1278,weekly
India,Chennai City,2019,52,1328,weekly
India,Chennai City,2020,1,1307,weekly
India,Chennai City,2020,2,1280,weekly
India,Chennai City,2020,3,1341,weekly
India,Chennai City,2020,4,1354,weekly
India,Chennai City,2020,5,1286,weekly
India,Chennai City,2020,6,1322,weekly
India,Chennai City,2020,7,1293,weekly
India,Chennai City,2020,8,1197,weekly
India,Chennai City,2020,9,1234,weekly
India,Chennai City,2020,10,1161,weekly
India,Chennai City,2020,11,1149,weekly
India,Chennai City,2020,12,1124,weekly
India,Chennai City,2020,13,1099,weekly
India,Chennai City,2020,14,999,weekly
India,Chennai City,2020,15,931,weekly
India,Chennai City,2020,16,929,weekly
India,Chennai City,2020,17,991,weekly
India,Chennai City,2020,18,1018,weekly
India,Chennai City,2020,19,1107,weekly
India,Chennai City,2020,20,1252,weekly
India,Chennai City,2020,21,1753,weekly
India,Chennai City,2020,22,1978,weekly
India,Chennai City,2020,23,1882,weekly
India,Chennai City,2020,24,1911,weekly
India,Chennai City,2020,25,1920,weekly
India,Chennai City,2020,26,1647,weekly
India,Chennai City,2020,27,1531,weekly
India,Chennai City,2020,28,1529,weekly
India,Chennai City,2020,29,1376,weekly
India,Chennai City,2020,30,1350,weekly
India,Chennai City,2020,31,1445,weekly
India,Chennai City,2020,32,1412,weekly
India,Chennai City,2020,33,1458,weekly
India,Chennai City,2020,34,1596,weekly
India,Chennai City,2020,35,1642,weekly
India,Chennai City,2020,36,1718,weekly
India,Chennai City,2020,37,1662,weekly
India,Chennai City,2020,38,1581,weekly
India,Chennai City,2020,39,1700,weekly
India,Chennai City,2020,40,1604,weekly
India,Chennai City,2020,41,1642,weekly
India,Chennai City,2020,42,1592,weekly
India,Chennai City,2020,43,1435,weekly
India,Chennai City,2020,44,1358,weekly
India,Chennai City,2020,45,1493,weekly
India,Chennai City,2020,46,1391,weekly
India,Chennai City,2020,47,1370,weekly
India,Chennai City,2020,48,1439,weekly
India,Chennai City,2020,49,1477,weekly
India,Chennai City,2020,50,1543,weekly
India,Chennai City,2020,51,1586,weekly
India,Chennai City,2020,52,1537,weekly
India,Chennai City,2020,53,1444,weekly
India,Chennai City,2021,1,1436,weekly
India,Chennai City,2021,2,1395,weekly
India,Chennai City,2021,3,1443,weekly
India,Chennai City,2021,4,1372,weekly
India,Chennai City,2021,5,1340,weekly
India,Chennai City,2021,6,1348,weekly
India,Chennai City,2021,7,1344,weekly
India,Chennai City,2021,8,1298,weekly
India,Chennai City,2021,9,1339,weekly
India,Chennai City,2021,10,1311,weekly
India,Chennai City,2021,11,1302,weekly
India,Chennai City,2021,12,1368,weekly
India,Chennai City,2021,13,1574,weekly
India,Chennai City,2021,14,1573,weekly
India,Chennai City,2021,15,1938,weekly
India,Chennai City,2021,16,2675,weekly
India,Chennai City,2021,17,3875,weekly
India,Chennai City,2021,18,4956,weekly
India,Chennai City,2021,19,5378,weekly
India,Chennai City,2021,20,4728,weekly
India,Chennai City,2021,21,3941,weekly
India,Chennai City,2021,22,2709,weekly
India,Chennai City,2021,23,2048,weekly
India,Chennai City,2021,24,1693,weekly
India,Chennai City,2021,25,1396,weekly
India,Chennai City,2021,26,1231,weekly
India,Chennai City,2021,27,1211,weekly
India,Chennai City,2021,28,1143,weekly
India,Chennai City,2021,29,1212,weekly
India,Chennai City,2021,30,1259,weekly
India,Chennai City,2021,31,1243,weekly
India,Chennai City,2021,32,1202,weekly
India,Chennai City,2021,33,1180,weekly
India,Chennai City,2021,34,1121,weekly
India,Chennai City,2021,35,1175,weekly
India,Chennai City,2021,36,1305,weekly
India,Chennai City,2021,37,1336,weekly
India,Chennai City,2021,38,1259,weekly
India,Chennai City,2021,39,1296,weekly
India,Chennai City,2021,40,1230,weekly
India,Chennai City,2021,41,1253,weekly
India,Chennai City,2021,42,1331,weekly
India,Chennai City,2021,43,1300,weekly
India,Chennai City,2021,44,1261,weekly
India,Chennai City,2021,45,1558,weekly
India,Chennai City,2021,46,1646,weekly
India,Chennai City,2021,47,1604,weekly
India,Chennai City,2021,48,1564,weekly
India,Chennai City,2021,49,1453,weekly
India,Chennai City,2021,50,1370,weekly
India,Chennai City,2021,51,1421,weekly
India,Chennai City,2021,52,1388,weekly
India,Chennai City,2022,1,1483,weekly
India,Chennai City,2022,2,1690,weekly
India,Chennai City,2022,3,1823,weekly
India,Chennai City,2022,4,1863,weekly
India,Chennai City,2022,5,1561,weekly
India,Chennai City,2022,6,1465,weekly
India,Chennai City,2022,7,1320,weekly
India,Chennai City,2022,8,1260,weekly
India,Chennai City,2022,9,1205,weekly
India,Chennai City,2022,10,1265,weekly
India,Chennai City,2022,11,1230,weekly
India,Chennai City,2022,12,1205,weekly
India,Chennai City,2022,13,1137,weekly
India,Chennai City,2022,14,1137,weekly
India,Chennai City,2022,15,1158,weekly
India,Chennai City,2022,16,1205,weekly
India,Chennai City,2022,17,1150,weekly
India,Chennai City,2022,18,1234,weekly
India,Chennai City,2022,19,1088,weekly
India,Chennai City,2022,20,1074,weekly
India,Chennai City,2022,21,1150,weekly
India,Chennai City,2022,22,1247,weekly
India,Chennai City,2022,23,1260,weekly
India,Chennai City,2022,24,1118,weekly
India,Chennai City,2022,25,1001,weekly
India,Kolkata City,2015,1,1572,weekly
India,Kolkata City,2015,2,1333,weekly
India,Kolkata City,2015,3,1407,weekly
India,Kolkata City,2015,4,1513,weekly
India,Kolkata City,2015,5,1402,weekly
India,Kolkata City,2015,6,1454,weekly
India,Kolkata City,2015,7,1430,weekly
India,Kolkata City,2015,8,1396,weekly
India,Kolkata City,2015,9,1318,weekly
India,Kolkata City,2015,10,1201,weekly
India,Kolkata City,2015,11,1331,weekly
India,Kolkata City,2015,12,1157,weekly
India,Kolkata City,2015,13,1109,weekly
India,Kolkata City,2015,14,1122,weekly
India,Kolkata City,2015,15,1043,weekly
India,Kolkata City,2015,16,1118,weekly
India,Kolkata City,2015,17,1008,weekly
India,Kolkata City,2015,18,1081,weekly
India,Kolkata City,2015,19,1091,weekly
India,Kolkata City,2015,20,1042,weekly
India,Kolkata City,2015,21,1117,weekly
India,Kolkata City,2015,22,1169,weekly
India,Kolkata City,2015,23,1134,weekly
India,Kolkata City,2015,24,1015,weekly
India,Kolkata City,2015,25,986,weekly
India,Kolkata City,2015,26,998,weekly
India,Kolkata City,2015,27,1051,weekly
India,Kolkata City,2015,28,1080,weekly
India,Kolkata City,2015,29,1057,weekly
India,Kolkata City,2015,30,1077,weekly
India,Kolkata City,2015,31,1096,weekly
India,Kolkata City,2015,32,1221,weekly
India,Kolkata City,2015,33,1271,weekly
India,Kolkata City,2015,34,1142,weekly
India,Kolkata City,2015,35,1149,weekly
India,Kolkata City,2015,36,1171,weekly
India,Kolkata City,2015,37,1444,weekly
India,Kolkata City,2015,38,1213,weekly
India,Kolkata City,2015,39,1155,weekly
India,Kolkata City,2015,40,1296,weekly
India,Kolkata City,2015,41,1183,weekly
India,Kolkata City,2015,42,1113,weekly
India,Kolkata City,2015,43,1149,weekly
India,Kolkata City,2015,44,1194,weekly
India,Kolkata City,2015,45,1167,weekly
India,Kolkata City,2015,46,1218,weekly
India,Kolkata City,2015,47,1235,weekly
India,Kolkata City,2015,48,1201,weekly
India,Kolkata City,2015,49,1222,weekly
India,Kolkata City,2015,50,1241,weekly
India,Kolkata City,2015,51,1319,weekly
India,Kolkata City,2015,52,1498,weekly
India,Kolkata City,2015,53,1616,weekly
India,Kolkata City,2016,1,1508,weekly
India,Kolkata City,2016,2,1473,weekly
India,Kolkata City,2016,3,1447,weekly
India,Kolkata City,2016,4,1557,weekly
India,Kolkata City,2016,5,1367,weekly
India,Kolkata City,2016,6,1330,weekly
India,Kolkata City,2016,7,1247,weekly
India,Kolkata City,2016,8,1163,weekly
India,Kolkata City,2016,9,1149,weekly
India,Kolkata City,2016,10,1168,weekly
India,Kolkata City,2016,11,1082,weekly
India,Kolkata City,2016,12,1146,weekly
India,Kolkata City,2016,13,1012,weekly
India,Kolkata City,2016,14,1201,weekly
India,Kolkata City,2016,15,1394,weekly
India,Kolkata City,2016,16,1073,weekly
India,Kolkata City,2016,17,1098,weekly
India,Kolkata City,2016,18,1018,weekly
India,Kolkata City,2016,19,1043,weekly
India,Kolkata City,2016,20,1030,weekly
India,Kolkata City,2016,21,1056,weekly
India,Kolkata City,2016,22,1090,weekly
India,Kolkata City,2016,23,1113,weekly
India,Kolkata City,2016,24,1087,weekly
India,Kolkata City,2016,25,1172,weekly
India,Kolkata City,2016,26,1079,weekly
India,Kolkata City,2016,27,1145,weekly
India,Kolkata City,2016,28,1238,weekly
India,Kolkata City,2016,29,1230,weekly
India,Kolkata City,2016,30,1225,weekly
India,Kolkata City,2016,31,1218,weekly
India,Kolkata City,2016,32,1366,weekly
India,Kolkata City,2016,33,1297,weekly
India,Kolkata City,2016,34,1221,weekly
India,Kolkata City,2016,35,1215,weekly
India,Kolkata City,2016,36,1180,weekly
India,Kolkata City,2016,37,1240,weekly
India,Kolkata City,2016,38,1236,weekly
India,Kolkata City,2016,39,1252,weekly
India,Kolkata City,2016,40,1201,weekly
India,Kolkata City,2016,41,1235,weekly
India,Kolkata City,2016,42,1345,weekly
India,Kolkata City,2016,43,1291,weekly
India,Kolkata City,2016,44,1233,weekly
India,Kolkata City,2016,45,1290,weekly
India,Kolkata City,2016,46,1396,weekly
India,Kolkata City,2016,47,1414,weekly
India,Kolkata City,2016,48,1423,weekly
India,Kolkata City,2016,49,1403,weekly
India,Kolkata City,2016,50,1511,weekly
India,Kolkata City,2016,51,1586,weekly
India,Kolkata City,2016,52,1566,weekly
India,Kolkata City,2017,1,1516,weekly
India,Kolkata City,2017,2,1589,weekly
India,Kolkata City,2017,3,1692,weekly
India,Kolkata City,2017,4,1600,weekly
India,Kolkata City,2017,5,1464,weekly
India,Kolkata City,2017,6,1556,weekly
India,Kolkata City,2017,7,1398,weekly
India,Kolkata City,2017,8,1370,weekly
India,Kolkata City,2017,9,1322,weekly
India,Kolkata City,2017,10,1182,weekly
India,Kolkata City,2017,11,1348,weekly
India,Kolkata City,2017,12,1268,weekly
India,Kolkata City,2017,13,1153,weekly
India,Kolkata City,2017,14,1127,weekly
India,Kolkata City,2017,15,1164,weekly
India,Kolkata City,2017,16,1221,weekly
India,Kolkata City,2017,17,1312,weekly
India,Kolkata City,2017,18,1267,weekly
India,Kolkata City,2017,19,1162,weekly
India,Kolkata City,2017,20,1269,weekly
India,Kolkata City,2017,21,1360,weekly
India,Kolkata City,2017,22,1156,weekly
India,Kolkata City,2017,23,1167,weekly
India,Kolkata City,2017,24,1115,weekly
India,Kolkata City,2017,25,1080,weekly
India,Kolkata City,2017,26,1053,weekly
India,Kolkata City,2017,27,1124,weekly
India,Kolkata City,2017,28,1158,weekly
India,Kolkata City,2017,29,1214,weekly
India,Kolkata City,2017,30,1359,weekly
India,Kolkata City,2017,31,1372,weekly
India,Kolkata City,2017,32,1421,weekly
India,Kolkata City,2017,33,1475,weekly
India,Kolkata City,2017,34,1445,weekly
India,Kolkata City,2017,35,1338,weekly
India,Kolkata City,2017,36,1401,weekly
India,Kolkata City,2017,37,1325,weekly
India,Kolkata City,2017,38,1345,weekly
India,Kolkata City,2017,39,1266,weekly
India,Kolkata City,2017,40,1342,weekly
India,Kolkata City,2017,41,1285,weekly
India,Kolkata City,2017,42,1312,weekly
India,Kolkata City,2017,43,1345,weekly
India,Kolkata City,2017,44,1388,weekly
India,Kolkata City,2017,45,1431,weekly
India,Kolkata City,2017,46,1420,weekly
India,Kolkata City,2017,47,1414,weekly
India,Kolkata City,2017,48,1638,weekly
India,Kolkata City,2017,49,1520,weekly
India,Kolkata City,2017,50,1513,weekly
India,Kolkata City,2017,51,1505,weekly
India,Kolkata City,2017,52,1643,weekly
India,Kolkata City,2018,1,1642,weekly
India,Kolkata City,2018,2,1962,weekly
India,Kolkata City,2018,3,2043,weekly
India,Kolkata City,2018,4,1878,weekly
India,Kolkata City,2018,5,1802,weekly
India,Kolkata City,2018,6,1600,weekly
India,Kolkata City,2018,7,1459,weekly
India,Kolkata City,2018,8,1493,weekly
India,Kolkata City,2018,9,1382,weekly
India,Kolkata City,2018,10,1315,weekly
India,Kolkata City,2018,11,1237,weekly
India,Kolkata City,2018,12,1236,weekly
India,Kolkata City,2018,13,1105,weekly
India,Kolkata City,2018,14,1058,weekly
India,Kolkata City,2018,15,1094,weekly
India,Kolkata City,2018,16,1215,weekly
India,Kolkata City,2018,17,1133,weekly
India,Kolkata City,2018,18,1140,weekly
India,Kolkata City,2018,19,1103,weekly
India,Kolkata City,2018,20,1088,weekly
India,Kolkata City,2018,21,1124,weekly
India,Kolkata City,2018,22,1109,weekly
India,Kolkata City,2018,23,1079,weekly
India,Kolkata City,2018,24,1214,weekly
India,Kolkata City,2018,25,1350,weekly
India,Kolkata City,2018,26,1092,weekly
India,Kolkata City,2018,27,1131,weekly
India,Kolkata City,2018,28,1054,weekly
India,Kolkata City,2018,29,1095,weekly
India,Kolkata City,2018,30,1109,weekly
India,Kolkata City,2018,31,1179,weekly
India,Kolkata City,2018,32,1277,weekly
India,Kolkata City,2018,33,1298,weekly
India,Kolkata City,2018,34,1235,weekly
India,Kolkata City,2018,35,1217,weekly
India,Kolkata City,2018,36,1179,weekly
India,Kolkata City,2018,37,1305,weekly
India,Kolkata City,2018,38,1361,weekly
India,Kolkata City,2018,39,1298,weekly
India,Kolkata City,2018,40,1410,weekly
India,Kolkata City,2018,41,1233,weekly
India,Kolkata City,2018,42,1321,weekly
India,Kolkata City,2018,43,1325,weekly
India,Kolkata City,2018,44,1321,weekly
India,Kolkata City,2018,45,1242,weekly
India,Kolkata City,2018,46,1290,weekly
India,Kolkata City,2018,47,1346,weekly
India,Kolkata City,2018,48,1409,weekly
India,Kolkata City,2018,49,1394,weekly
India,Kolkata City,2018,50,1563,weekly
India,Kolkata City,2018,51,1620,weekly
India,Kolkata City,2018,52,1833,weekly
India,Kolkata City,2019,1,1938,weekly
India,Kolkata City,2019,2,1751,weekly
India,Kolkata City,2019,3,1836,weekly
India,Kolkata City,2019,4,1712,weekly
India,Kolkata City,2019,5,1650,weekly
India,Kolkata City,2019,6,1721,weekly
India,Kolkata City,2019,7,1634,weekly
India,Kolkata City,2019,8,1644,weekly
India,Kolkata City,2019,9,1422,weekly
India,Kolkata City,2019,10,1469,weekly
India,Kolkata City,2019,11,1415,weekly
India,Kolkata City,2019,12,1377,weekly
India,Kolkata City,2019,13,1301,weekly
India,Kolkata City,2019,14,1203,weekly
India,Kolkata City,2019,15,1189,weekly
India,Kolkata City,2019,16,1183,weekly
India,Kolkata City,2019,17,1261,weekly
India,Kolkata City,2019,18,1131,weekly
India,Kolkata City,2019,19,1237,weekly
India,Kolkata City,2019,20,1148,weekly
India,Kolkata City,2019,21,1264,weekly
India,Kolkata City,2019,22,1165,weekly
India,Kolkata City,2019,23,1240,weekly
India,Kolkata City,2019,24,1299,weekly
India,Kolkata City,2019,25,1214,weekly
India,Kolkata City,2019,26,1295,weekly
India,Kolkata City,2019,27,1222,weekly
India,Kolkata City,2019,28,1208,weekly
India,Kolkata City,2019,29,1299,weekly
India,Kolkata City,2019,30,1177,weekly
India,Kolkata City,2019,31,1105,weekly
India,Kolkata City,2019,32,1077,weekly
India,Kolkata City,2019,33,1134,weekly
India,Kolkata City,2019,34,1185,weekly
India,Kolkata City,2019,35,1178,weekly
India,Kolkata City,2019,36,1135,weekly
India,Kolkata City,2019,37,1151,weekly
India,Kolkata City,2019,38,1245,weekly
India,Kolkata City,2019,39,1125,weekly
India,Kolkata City,2019,40,1331,weekly
India,Kolkata City,2019,41,1257,weekly
India,Kolkata City,2019,42,1316,weekly
India,Kolkata City,2019,43,1251,weekly
India,Kolkata City,2019,44,1442,weekly
India,Kolkata City,2019,45,1299,weekly
India,Kolkata City,2019,46,1378,weekly
India,Kolkata City,2019,47,1347,weekly
India,Kolkata City,2019,48,1385,weekly
India,Kolkata City,2019,49,1387,weekly
India,Kolkata City,2019,50,1379,weekly
India,Kolkata City,2019,51,1451,weekly
India,Kolkata City,2019,52,1681,weekly
India,Kolkata City,2020,1,1851,weekly
India,Kolkata City,2020,2,1794,weekly
India,Kolkata City,2020,3,1739,weekly
India,Kolkata City,2020,4,1528,weekly
India,Kolkata City,2020,5,1600,weekly
India,Kolkata City,2020,6,1612,weekly
India,Kolkata City,2020,7,1646,weekly
India,Kolkata City,2020,8,1483,weekly
India,Kolkata City,2020,9,1374,weekly
India,Kolkata City,2020,10,1272,weekly
India,Kolkata City,2020,11,1241,weekly
India,Kolkata City,2020,12,1214,weekly
India,Kolkata City,2020,13,1140,weekly
India,Kolkata City,2020,14,1190,weekly
India,Kolkata City,2020,15,1124,weekly
India,Kolkata City,2020,16,1148,weekly
India,Kolkata City,2020,17,1077,weekly
India,Kolkata City,2020,18,1122,weekly
India,Kolkata City,2020,19,1221,weekly
India,Kolkata City,2020,20,1298,weekly
India,Kolkata City,2020,21,1186,weekly
India,Kolkata City,2020,22,1169,weekly
India,Kolkata City,2020,23,1260,weekly
India,Kolkata City,2020,24,1073,weekly
India,Kolkata City,2020,25,1129,weekly
India,Kolkata City,2020,26,1176,weekly
India,Kolkata City,2020,27,1281,weekly
India,Kolkata City,2020,28,1331,weekly
India,Kolkata City,2020,29,1513,weekly
India,Kolkata City,2020,30,1601,weekly
India,Kolkata City,2020,31,1649,weekly
India,Kolkata City,2020,32,1552,weekly
India,Kolkata City,2020,33,1512,weekly
India,Kolkata City,2020,34,1426,weekly
India,Kolkata City,2020,35,1391,weekly
India,Kolkata City,2020,36,1415,weekly
India,Kolkata City,2020,37,1391,weekly
India,Kolkata City,2020,38,1476,weekly
India,Kolkata City,2020,39,1340,weekly
India,Kolkata City,2020,40,1457,weekly
India,Kolkata City,2020,41,1494,weekly
India,Kolkata City,2020,42,1618,weekly
India,Kolkata City,2020,43,1586,weekly
India,Kolkata City,2020,44,1664,weekly
India,Kolkata City,2020,45,1728,weekly
India,Kolkata City,2020,46,1684,weekly
India,Kolkata City,2020,47,1616,weekly
India,Kolkata City,2020,48,1723,weekly
India,Kolkata City,2020,49,1706,weekly
India,Kolkata City,2020,50,1718,weekly
India,Kolkata City,2020,51,1605,weekly
India,Kolkata City,2020,52,1697,weekly
India,Kolkata City,2020,53,1714,weekly
India,Kolkata City,2021,1,1635,weekly
India,Kolkata City,2021,2,1339,weekly
India,Kolkata City,2021,3,1386,weekly
India,Kolkata City,2021,4,1275,weekly
India,Kolkata City,2021,5,1475,weekly
India,Kolkata City,2021,6,1348,weekly
India,Kolkata City,2021,7,1195,weekly
India,Kolkata City,2021,8,1142,weekly
India,Kolkata City,2021,9,1091,weekly
India,Kolkata City,2021,10,946,weekly
India,Kolkata City,2021,11,989,weekly
India,Kolkata City,2021,12,979,weekly
India,Kolkata City,2021,13,958,weekly
India,Kolkata City,2021,14,1171,weekly
India,Kolkata City,2021,15,1566,weekly
India,Kolkata City,2021,16,2395,weekly
India,Kolkata City,2021,17,3209,weekly
India,Kolkata City,2021,18,3384,weekly
India,Kolkata City,2021,19,2868,weekly
India,Kolkata City,2021,20,2781,weekly
Argentina,Buenos Aires Province,2020,1,9646,monthly
Argentina,Buenos Aires Province,0,1,10023,monthly
Argentina,Buenos Aires Province,2020,2,9083,monthly
Argentina,Buenos Aires Province,0,2,8947,monthly
Argentina,Buenos Aires Province,2020,3,9778,monthly
Argentina,Buenos Aires Province,0,3,9752,monthly
Argentina,Buenos Aires Province,2020,4,9584,monthly
Argentina,Buenos Aires Province,0,4,9766,monthly
Argentina,Buenos Aires Province,2020,5,10553,monthly
Argentina,Buenos Aires Province,0,5,11316,monthly
Argentina,Buenos Aires Province,2020,6,11340,monthly
Argentina,Buenos Aires Province,0,6,12826,monthly
Argentina,Buenos Aires Province,2020,7,15269,monthly
Argentina,Buenos Aires Province,0,7,13253,monthly
Argentina,Buenos Aires Province,2020,8,15996,monthly
Argentina,Buenos Aires Province,0,8,12167,monthly
Argentina,Buenos Aires Province,2020,9,15759,monthly
Argentina,Buenos Aires Province,0,9,11197,monthly
Argentina,Buenos Aires Province,2020,10,14318,monthly
Argentina,Buenos Aires Province,0,10,10828,monthly
Argentina,Buenos Aires Province,2020,11,12142,monthly
Argentina,Buenos Aires Province,0,11,9615,monthly
Argentina,Buenos Aires Province,2020,12,12142,monthly
Argentina,Buenos Aires Province,0,12,10260,monthly
Argentina,Cordoba Province,2020,1,2327,monthly
Argentina,Cordoba Province,2022,1,5064,monthly
Argentina,Cordoba Province,2021,1,2801,monthly
Argentina,Cordoba Province,2019,1,2129,monthly
Argentina,Cordoba Province,2020,2,2245,monthly
Argentina,Cordoba Province,2022,2,2868,monthly
Argentina,Cordoba Province,2021,2,2526,monthly
Argentina,Cordoba Province,2019,2,2069,monthly
Argentina,Cordoba Province,2020,3,2331,monthly
Argentina,Cordoba Province,2022,3,2708,monthly
Argentina,Cordoba Province,2021,3,2711,monthly
Argentina,Cordoba Province,2019,3,2236,monthly
Argentina,Cordoba Province,2020,4,2253,monthly
Argentina,Cordoba Province,2022,4,2669,monthly
Argentina,Cordoba Province,2021,4,3161,monthly
Argentina,Cordoba Province,2019,4,2174,monthly
Argentina,Cordoba Province,2020,5,2452,monthly
Argentina,Cordoba Province,2022,5,2965,monthly
Argentina,Cordoba Province,2021,5,4061,monthly
Argentina,Cordoba Province,2019,5,2568,monthly
Argentina,Cordoba Province,2020,6,2609,monthly
Argentina,Cordoba Province,2022,6,3143,monthly
Argentina,Cordoba Province,2021,6,5006,monthly
Argentina,Cordoba Province,2019,6,2656,monthly
Argentina,Cordoba Province,2020,7,3122,monthly
Argentina,Cordoba Province,2021,7,4151,monthly
Argentina,Cordoba Province,2019,7,3143,monthly
Argentina,Cordoba Province,2020,8,2862,monthly
Argentina,Cordoba Province,2021,8,3631,monthly
Argentina,Cordoba Province,2019,8,3109,monthly
Argentina,Cordoba Province,2020,9,3223,monthly
Argentina,Cordoba Province,2021,9,2730,monthly
Argentina,Cordoba Province,2019,9,2931,monthly
Argentina,Cordoba Province,2020,10,4411,monthly
Argentina,Cordoba Province,2021,10,2632,monthly
Argentina,Cordoba Province,2019,10,2564,monthly
Argentina,Cordoba Province,2020,11,3533,monthly
Argentina,Cordoba Province,2021,11,2538,monthly
Argentina,Cordoba Province,2019,11,2292,monthly
Argentina,Cordoba Province,2020,12,2850,monthly
Argentina,Cordoba Province,2021,12,2832,monthly
Argentina,Cordoba Province,2019,12,2497,monthly
India,Nagpur City,2020,3,1415,monthly
India,Nagpur City,2021,3,3168,monthly
India,Nagpur City,2020,4,1311,monthly
India,Nagpur City,2019,4,1583,monthly
India,Nagpur City,2020,5,1624,monthly
India,Nagpur City,2019,5,1900,monthly
India,Nagpur City,2020,6,1512,monthly
India,Nagpur City,2019,6,1678,monthly
India,Nagpur City,2020,7,1808,monthly
India,Nagpur City,2019,7,1590,monthly
India,Nagpur City,2020,8,3385,monthly
India,Nagpur City,2019,8,1787,monthly
India,Nagpur City,2020,9,4096,monthly
India,Nagpur City,2019,9,1958,monthly
India,Nagpur City,2020,10,2387,monthly
India,Nagpur City,2019,10,1801,monthly
India,Nagpur City,2020,11,2325,monthly
India,Nagpur City,2019,11,1775,monthly
India,Nagpur City,2020,12,1934,monthly
India,Nagpur City,2019,12,2166,monthly
India,Mumbai City,2020,1,8387,monthly
India,Mumbai City,2021,1,6958,monthly
India,Mumbai City,2019,1,8324,monthly
India,Mumbai City,2018,1,8306,monthly
India,Mumbai City,2017,1,8004,monthly
India,Mumbai City,2020,2,7109,monthly
India,Mumbai City,2021,2,8602,monthly
India,Mumbai City,2019,2,7797,monthly
India,Mumbai City,2018,2,7305,monthly
India,Mumbai City,2017,2,7158,monthly
India,Mumbai City,2020,3,5701,monthly
India,Mumbai City,2021,3,7554,monthly
India,Mumbai City,2019,3,7155,monthly
India,Mumbai City,2018,3,7436,monthly
India,Mumbai City,2017,3,7810,monthly
India,Mumbai City,2020,4,5537,monthly
India,Mumbai City,2021,4,13796,monthly
India,Mumbai City,2019,4,6752,monthly
India,Mumbai City,2018,4,6719,monthly
India,Mumbai City,2017,4,6234,monthly
India,Mumbai City,2020,5,9161,monthly
India,Mumbai City,2021,5,12685,monthly
India,Mumbai City,2019,5,7335,monthly
India,Mumbai City,2018,5,7407,monthly
India,Mumbai City,2017,5,6960,monthly
India,Mumbai City,2020,6,15756,monthly
India,Mumbai City,2021,6,10265,monthly
India,Mumbai City,2019,6,6732,monthly
