World_Bank_income_group,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Lower middle income,2020-01-20,2954075487,57834.55034978278,151433.32566154675,116463.26117776224,57834.55034978278,-19441.371718563325,-64848.77710827934,-135037.5714615527,0,0,0
Lower middle income,2020-01-13,2954075487,43535.60945368637,112807.91980018627,86976.5262751589,43535.60945368637,-14243.674772572605,-49444.90749385552,-101840.97426160103,0,0,0
Lower middle income,2020-02-03,2954075487,85444.28211004884,224733.7784762136,170000.78325158544,85444.28211004884,-30641.233443020184,-91239.09382364886,-209616.8063556686,-32995.93694828596,-673.3864683323666,0
Lower middle income,2020-01-01,2954075487,13910.077511683632,35211.02409618544,28029.789422991606,13910.077511683632,-6211.126025438102,-17424.126531475602,-36850.88869122039,0,0,0
Lower middle income,2020-02-10,2954075487,98570.99575895774,260489.0031783166,196831.28949234082,98570.99575895774,-36976.66132230264,-107619.96413111925,-247801.27425565346,-65991.87389657192,-1346.7729366647332,0
Lower middle income,2020-02-17,2954075487,100263.79869542802,294127.50962776097,222304.37985467922,100263.79869542802,-46355.0451279907,-142208.02263148694,-284516.92172572855,-96292.47663160351,-1965.152584318439,0
Lower middle income,2020-02-24,2954075487,101333.20523416309,327959.18010102806,247301.23406177372,101333.20523416309,-56166.29558347077,-175262.5823133995,-311586.66984342475,-126593.0793666351,-2583.5322319721445,0
Lower middle income,2020-03-02,2954075487,105313.41496238444,368912.1652994153,274646.56151044084,105313.41496238444,-61979.209865539415,-206944.29255337888,-323094.3561672736,-157552.3756742582,-3215.354605597106,0
Lower middle income,2020-01-27,2954075487,72211.23640322794,188678.49615482954,143439.1277199949,72211.23640322794,-24978.547412841282,-81175.66657949035,-170746.447715396,0,0,0
Lower middle income,2020-03-09,2954075487,107964.50369094926,404998.6570636906,300209.98981447355,107964.50369094926,-62454.190239145726,-221989.41908724065,-332293.08141502953,-232168.49150211905,-4738.132479635083,1.001
Lower middle income,2020-03-23,2954075487,111148.7722230996,486700.64785549714,336350.43934714183,111148.7722230996,-73039.43127946292,-269789.7816371407,-364544.4714602282,-401368.5746646573,-8191.195401319536,112.021
Lower middle income,2020-03-30,2954075487,111487.3406138002,534183.3094417055,355354.0628818468,111487.3406138002,-77247.19826147461,-285242.48359275167,-393446.5625831276,-484723.09956762125,-9892.308154441249,342.034
Lower middle income,2020-04-06,2954075487,110745.83881111407,578274.63921292,378282.4548107193,110745.83881111407,-84322.19652240242,-295187.6422450304,-411386.15559432516,-626973.8962985419,-12795.385638745753,912.044
Lower middle income,2020-12-21,2954075487,2921039.884975225,4269590.162994681,4128264.1039753784,3077981.226957853,1712351.4142981672,1018923.8119063585,955062.1732629022,9350643.148783984,190829.45201599968,242027.24
Lower middle income,2020-12-28,2954075487,2992657.4322522297,4348200.012298308,4258417.04039862,3151410.6852005823,1774585.3998577108,1058436.132090411,983402.4620701076,9655133.546500457,197043.54176531546,247728.236
Lower middle income,2021-01-04,2954075487,3058921.1915130788,4418634.137792194,4356987.196199917,3221626.1096503595,1816797.4639132938,1089019.2125775346,1000998.475075721,9763613.2334462,199257.41292747343,253437.24
Lower middle income,2021-01-11,2954075487,3122752.101779768,4505272.20298977,4414855.512161897,3300374.193220837,1860625.5098024243,1105911.1616999274,1020492.366439806,9871970.420391925,201468.78408963114,258856.234
Lower middle income,2021-01-18,2954075487,3185080.451085548,4577835.837046384,4472839.067545548,3378944.121455958,1895079.8583633795,1116859.0241408488,1044507.7388639324,9976472.940670986,203601.48858512216,264801.243
Lower middle income,2021-01-25,2954075487,3247127.846381812,4651812.516039813,4526510.319731689,3448587.8995434116,1934486.7448570412,1128967.9645838747,1067091.5773504975,10079562.627616713,205705.35974727984,270618.243
Lower middle income,2021-02-01,2954075487,3306759.4870889867,4726493.452813133,4560330.773627934,3492292.1631486705,1974429.8064553337,1142885.6525441713,1083682.2765941273,10186280.801353319,207883.2816602718,275961.245
Lower middle income,2021-02-08,2954075487,3364201.2312127505,4797477.89051964,4677129.954007413,3533629.15624375,2011242.7378906847,1157632.4275460425,1090832.3754636429,10279262.64175659,209780.87023993043,280737.24
Lower middle income,2021-02-15,2954075487,3420080.517380859,4864482.546509348,4751912.942474274,3575923.5132593983,2047495.22360397,1172232.9251416684,1104111.485195913,10375087.721001672,211736.48410207493,284961.236
Lower middle income,2021-02-22,2954075487,3474270.7876580716,4967167.810544654,4821366.680916675,3635432.515893005,2077512.4958487202,1187708.7989796184,1116762.0117505651,10470912.800246753,213692.09796421943,289265.235
Lower middle income,2021-03-01,2954075487,3534143.50442835,5111474.658091415,4891708.52880951,3709080.8754129843,2117106.27249037,1207969.0507708488,1154145.5781480947,10469238.228520418,213657.92303102894,293961.234
Lower middle income,2021-03-08,2954075487,3595308.990446203,5258079.600293851,4960662.602630667,3785116.090227749,2163569.1505272966,1227063.9082667432,1189006.343037187,10467563.656794082,213623.74809783843,298137.238
Lower middle income,2020-03-16,2954075487,110107.47476171878,442451.84870415385,318365.40058636165,110107.47476171878,-66154.87374560803,-244846.98233061173,-343994.60726105695,-316955.6497616933,-6468.482648197823,31.002999999999997
Lower middle income,2020-11-23,2954075487,2552776.350908356,3855389.8033124395,3647064.373788659,2723869.2876394666,1495440.5261324553,853867.7118536099,812329.0344260178,8285391.676962361,169089.62606045636,213348.247
Lower middle income,2020-11-30,2954075487,2645311.012398807,3955839.432309524,3731844.877815118,2797392.7587629203,1539472.3402448953,893118.5167504589,843241.1448957778,8580117.81897737,175104.44528525247,220811.255
Lower middle income,2020-12-07,2954075487,2740272.901753364,4059366.2078435603,3846281.4190298207,2883369.8429742246,1596714.5528165223,937342.113678162,879971.3266858812,8837880.795579575,180364.91419550154,228328.247
Lower middle income,2020-12-14,2954075487,2835831.1051685624,4164249.808128027,3984102.1094211168,2987526.518220524,1654136.3655710802,980684.4236946915,917071.823370567,9093232.97218178,185576.1831057506,235243.24599999998
Lower middle income,2021-04-19,2954075487,4137510.27309741,6192929.109022331,5685366.512402924,4327803.63849376,2473910.242461774,1451881.2898618742,1416529.7445312263,10462539.941615079,213521.2232982669,352684.332
Lower middle income,2021-04-26,2954075487,4297691.309601488,6337626.909044003,5879774.8053965215,4476610.914683113,2601872.106905226,1581456.6739390586,1509771.9686362257,10462539.941615079,213521.2232982669,377251.336
Lower middle income,2021-05-03,2954075487,4466831.363963238,6484162.091663724,6180375.138396155,4602917.071713042,2731263.9790855316,1735412.9697857187,1622891.9810132196,10462539.941615079,213521.2232982669,408608.33999999997
Lower middle income,2021-05-10,2954075487,4649510.80147058,6566497.869572413,6510919.5853491165,4747983.820212655,2901579.123038049,1918818.4983391261,1736656.1986265394,10462539.941615079,213521.2232982669,442967.343
Lower middle income,2020-05-11,2954075487,166823.26570358427,827576.1677554018,499123.2149361185,208624.9147332264,-68420.30413681644,-282044.32282892364,-379527.2601994445,-947967.5169423915,-19346.27585596717,6802.089
Lower middle income,2020-05-18,2954075487,185306.18595182916,864945.1559902548,555968.0046924895,228013.9220754985,-78155.3576230706,-294335.1572432569,-359946.61288105266,-889286.5321679352,-18148.704738121127,8632.099
Lower middle income,2020-05-25,2954075487,203309.27125494072,902569.1448875933,599440.2363464738,261470.59573924076,-68924.12516033024,-292950.95791253203,-324235.83384134684,-833653.3473934791,-17013.333620275083,10681.111
Lower middle income,2020-06-01,2954075487,235418.09016825588,959734.8698825951,662381.4586557556,308464.94518884696,-42393.426967858584,-272321.78647871,-295279.8183589406,-288716.38412439905,-5892.171104579575,13589.121000000001
Lower middle income,2020-06-08,2954075487,279230.297325996,1053053.2678087377,773460.0887670236,384967.68731940497,-10476.237308968593,-258807.5487834737,-303617.19181360496,257229.97914468087,5249.591411115936,17138.135000000002
Lower middle income,2020-06-15,2954075487,349491.5620545458,1148313.8140133074,890503.3756612502,489043.67784449813,55557.085596099314,-233014.98262950557,-362976.35692085844,803411.5424137608,16396.153926811447,23471.133
Lower middle income,2020-06-22,2954075487,423413.2833535187,1246349.4080565583,1007883.6215915352,564520.9071801541,110735.74216248696,-197710.9003681909,-318224.93356558343,1355335.9056828406,27659.916442506954,30229.143
Lower middle income,2020-06-29,2954075487,504774.9902162482,1343373.8112386737,1126155.7113802284,664230.1935100228,159976.97780788317,-154849.46210717093,-214231.68895648888,1900508.0689519206,38785.87895820246,35551.131
Lower middle income,2020-07-06,2954075487,585142.408680488,1401198.5234844857,1246946.2231823755,736873.458221475,225444.02894089784,-28321.596816339967,-166828.37888642264,2351641.7505005687,47992.68878572589,41416.13
Lower middle income,2021-03-15,2954075487,3661202.2404850493,5409555.637481219,5028185.362219394,3839676.5354295373,2181111.2890341515,1250587.264239686,1209658.0779602148,10465889.085067749,213589.5731646479,302679.265
Lower middle income,2021-03-22,2954075487,3728952.4814045792,5566763.402342961,5095088.924983511,3937045.0511666243,2201895.00351527,1274171.4786502058,1231548.8876937376,10464214.513341414,213555.39823145742,307773.284
Lower middle income,2021-03-29,2954075487,3796071.459883592,5727356.809863826,5202668.714174478,4025595.5747600603,2227805.822894948,1289510.961862739,1258357.317367044,10462539.941615079,213521.2232982669,314308.281
Lower middle income,2021-04-05,2954075487,3873085.505708403,5892765.126951462,5341230.233491891,4117440.0598962386,2275497.7524350313,1308354.392014787,1293490.8810163445,10462539.941615079,213521.2232982669,323139.292
Lower middle income,2021-04-12,2954075487,3974383.1813466954,6060914.692523043,5492373.974802643,4211769.664290807,2344414.822537192,1331979.8114739317,1330154.1642465708,10462539.941615079,213521.2232982669,336124.31299999997
Lower middle income,2020-08-17,2954075487,1198450.588409026,2269597.2864531693,1963962.5533017886,1320065.2083017705,626729.1743405653,261823.0637481894,191169.5526241895,4687425.007534397,95661.73484764075,88589.158
Lower middle income,2020-08-24,2954075487,1296736.2193809687,2410858.8695001774,2097721.063445118,1442511.1368220807,677438.4938345276,351283.1090207893,256778.6251375806,5009685.211663691,102238.47370742226,97056.17599999999
Lower middle income,2020-08-31,2954075487,1393883.1177257048,2526528.969856471,2229594.759032628,1547228.9590761429,724993.1230045126,403817.6089679998,319943.543853111,5283030.580954276,107816.95063171991,106678.18
Lower middle income,2020-09-07,2954075487,1490695.3506681393,2642195.733970975,2442786.2670872184,1640551.8356513607,791286.7779590387,436088.54267386,380198.6415296849,5504815.322969287,112343.16985651605,118118.189
Lower middle income,2020-09-14,2954075487,1595069.4945652112,2758042.332519264,2634076.231672331,1726847.7178319735,861847.4904084749,474524.68745192065,438766.9824315002,5738105.264984298,117104.18908131219,128603.202
Lower middle income,2020-09-21,2954075487,1711643.6589921408,2874411.477591673,2774819.230110832,1825820.701706217,962906.2047591553,511569.39996644756,499319.797274959,5972463.406999308,121887.00830610833,139024.2
Lower middle income,2020-09-28,2954075487,1823860.4996796707,3024327.9766821256,2867688.204527142,1912092.9404481773,1024813.9928009082,557546.0224657211,546588.4794245273,6212956.349014319,126795.02753090445,148766.205
Lower middle income,2020-10-05,2954075487,1927824.8572996848,3215818.734942443,2961561.519138517,2024253.624818067,1071787.0257704922,621774.5243024341,580748.9483421185,6430179.738986319,131228.1579384963,158541.201
Lower middle income,2020-10-12,2954075487,2024352.2865161544,3305399.7357683117,3056478.8435096545,2140703.677205106,1121395.2728630912,665475.680852018,610513.1590622205,6658271.3289583195,135883.08834608816,167640.221
Lower middle income,2020-10-19,2954075487,2114750.910395101,3397294.6320146206,3157253.8410982126,2252352.046690064,1183976.9293736157,703496.3403333529,645932.3904045029,6885990.51893032,140530.41875368,175842.21899999998
Lower middle income,2020-10-26,2954075487,2201066.5216646167,3486815.094383211,3256141.5650146604,2357742.3872793135,1228340.1577508762,740958.937244627,682503.6932524439,7113454.90890232,145172.54916127183,183193.234
Lower middle income,2020-11-02,2954075487,2290312.473052164,3582173.872250739,3356523.0095658144,2440378.5334300213,1287474.4286669816,767556.5751717343,715889.940145853,7409268.850917331,151209.56838606796,190018.234
Lower middle income,2020-11-09,2954075487,2379767.9059714805,3673191.538281824,3455513.6753454306,2554657.6324870354,1361542.391790899,793401.9903937703,747974.3055417379,7699918.192932341,157141.1876108641,197905.232
Lower middle income,2020-11-16,2954075487,2465398.61448842,3766612.5378192184,3551533.5811337978,2640632.6601707493,1433183.7597275707,821170.2578542439,780542.9433238178,7994487.534947351,163152.80683566022,205084.243
Lower middle income,2020-07-20,2954075487,759314.7617924525,1583067.3574175502,1494573.2536380005,932535.1587437423,347648.68483204494,40626.0370170252,-30148.415671616836,3253654.313597865,66401.10844077276,55447.14
Lower middle income,2020-07-27,2954075487,865649.7361944031,1853336.8882161817,1631602.0378664606,1007914.9130137363,416284.82502086525,79758.7966577553,18252.07179890236,3716106.9951465135,75838.91826829618,63250.131
Lower middle income,2020-08-03,2954075487,976046.7216698986,2043172.5062834548,1741867.4989668014,1121801.5494709387,477945.49154203443,105099.0569380466,88848.01328942622,4030723.199275808,82259.65712807771,71246.154
Lower middle income,2020-08-10,2954075487,1087299.3820706771,2141118.265427296,1852531.7682061784,1205461.8283500192,549772.2972906275,173003.78603135978,126015.33050600658,4357550.203405103,88929.59598785923,79816.17
Lower middle income,2020-04-13,2954075487,112762.45073823375,623996.9736908391,401123.1421268844,112982.2993731479,-96661.63767905073,-305477.20916769805,-393117.43845729996,-772419.4930294626,-15763.663123050259,1755.068
Lower middle income,2020-04-20,2954075487,124777.78113961864,669239.4849429048,429553.172500682,131785.7309853389,-99020.47262185918,-314149.7689644833,-370030.4905475833,-919139.0897603834,-18757.94060735476,2637.089
Lower middle income,2020-04-27,2954075487,133099.2002483046,717475.228422174,458304.5411801989,151276.88580244043,-104187.8883294377,-316583.4504873292,-386659.0142391161,-1063732.0864913042,-21708.81809165927,3720.087
Lower middle income,2020-05-04,2954075487,149265.34572711267,772575.048774803,478738.8849107666,182342.48809960007,-93068.60735786323,-288634.0111531032,-383428.3139631507,-1006785.7017168478,-20546.646973813222,5153.092000000001
Lower middle income,2020-07-13,2954075487,674512.2363137078,1449220.8034889319,1363516.4481583673,831809.2617410247,295896.94890028326,9160.150964345608,-116172.75309428941,2801472.032049217,57172.89861324932,47789.133
Unknown income group,2020-09-07,198489,53.433722047220954,214.73570877458553,202.76473102228985,121.02044133826566,-9.492883301819536,-97.53681383742997,-114.45520737031406,0,0,0
Unknown income group,2020-09-21,198489,57.96291247514559,227.2926410933203,215.8559798073266,132.3130733186598,-9.902968933977206,-102.05960728389508,-121.06173191201063,0,0,0
Unknown income group,2020-08-31,198489,51.06617522364127,208.37562427226212,196.43315068219744,114.78509811926632,-9.269617284214794,-95.30725946118338,-111.22626996048564,0,0,0
Unknown income group,2020-10-05,198489,62.00476674242976,239.71347574660373,228.93084269095027,140.51464961146777,-7.940296894962463,-105.98188485619077,-128.30166507264727,0,0,0
Unknown income group,2020-10-12,198489,64.52253211039225,245.972740399676,235.47256681965345,144.4582219671137,-5.848137560560219,-108.48711666227751,-131.39368576109703,0,0,0
Unknown income group,2020-10-19,198489,65.89515269603083,252.75452839285907,241.99540279858905,145.020569194033,-4.468808711792518,-113.53191365530337,-134.42932557042874,0,0,0
Unknown income group,2020-09-14,198489,55.41431711919809,221.11373496792993,209.28700520648403,127.0112026148504,-9.688436238686217,-99.85463383075604,-117.7531400669756,0,0,0
Unknown income group,2020-10-26,198489,67.0131531886479,259.5196019235159,248.4984277139227,149.97775376470995,-4.0228204901745155,-118.5739300162013,-137.58887227085708,0,0,0
Unknown income group,2020-11-02,198489,68.81039265612515,266.3670485632242,255.0536440319354,156.37010616384333,-6.29199501856019,-123.62955146173579,-140.661831744456,0,0,0
Unknown income group,2020-09-28,198489,59.89642692411946,233.49181796276392,222.38873226796093,136.50203438384372,-9.938284468097633,-104.03521983377509,-124.58334980062789,0,0,0
Unknown income group,2020-07-13,198489,34.521287938432806,160.3699900289873,152.36159601070568,81.43503954116281,-13.558712695967229,-80.30890328642467,-90.09086636970959,0,0,0
Unknown income group,2020-07-20,198489,36.36908582247875,167.93645335968148,158.67831109607215,86.25495584761605,-8.331242022946741,-81.6703653753023,-92.47183248812323,0,0,0
Unknown income group,2020-07-27,198489,38.97130670816129,175.49637465835292,164.86061002466164,90.74392980369855,-8.154458675469405,-83.6341242949356,-95.73328746568502,0,0,0
Unknown income group,2020-08-03,198489,41.2773448087998,183.2320411153197,171.07122249164166,96.34732252434934,-8.4539628237481,-86.05259135536632,-99.02409459699652,0,0,0
Unknown income group,2020-08-10,198489,43.43883027388218,190.54254685545146,177.3688948915986,100.60670129300861,-8.617029072775015,-88.75174958061176,-102.30070888617053,0,0,0
Unknown income group,2020-08-17,198489,45.687494620485325,196.87498415434288,183.7201190496322,106.00923544867771,-8.764975683497122,-91.54129472007854,-105.5802659883152,0,0,0
Unknown income group,2020-08-24,198489,48.08548934454418,202.19963383880537,190.072957966764,111.34251520989885,-9.045873312587021,-94.2899294284968,-107.99597015923617,0,0,0
Unknown income group,2020-12-28,198489,88.36187502572608,307.8042628875833,297.81216172197304,201.66162539354835,11.51168913532213,-162.48801360998405,-164.21428458916427,0,0,0
Unknown income group,2021-01-04,198489,91.88210693215116,316.2406139715393,306.1391049106866,207.1813182360878,15.018142109727014,-164.84590993431357,-169.55293174082374,0,0,0
Unknown income group,2021-01-11,198489,94.46791545190182,324.62140223270717,314.32601155563344,213.71798740326292,16.795049194318374,-167.11933864598458,-174.89646888930434,0,0,0
Unknown income group,2021-01-18,198489,97.10986380403507,333.03073904183674,322.6096620030674,220.26794947347014,18.641779201369996,-169.39109156627555,-180.13068174640568,0,0,0
Unknown income group,2021-01-25,198489,99.19172911066558,341.38558109776193,328.73409287646945,226.79919652988193,20.448097869963714,-171.63615608529432,-185.63091754279495,0,0,0
Unknown income group,2021-02-01,198489,101.12920301538884,349.662567329734,334.6780531732612,232.0369566385101,22.205098652009106,-173.9827233699679,-188.61348579772874,0,0,0
Unknown income group,2021-02-08,198489,103.15071863602441,357.14407344631064,340.78250004496584,234.27237257469298,22.476624320231352,-176.0032704016254,-191.47011159792956,0,0,0
Unknown income group,2021-02-15,198489,105.6692570225061,364.56523121951335,346.94956374668806,236.39426058767035,22.501716516916936,-178.04215295308148,-193.99296811878418,0,0,0
Unknown income group,2021-02-22,198489,107.4693748267674,370.324588487929,353.12786121711684,238.45651431063192,22.22920453136871,-180.54801942594497,-196.41719694378742,0,0,0
Unknown income group,2021-03-01,198489,108.84753269013319,376.07743926374303,359.01600353167606,240.56230131302866,22.101257580505184,-182.79161919752895,-200.32076357652508,0,0,0
Unknown income group,2020-11-09,198489,71.12786767189144,273.516864956054,260.09181179934353,160.8769404526912,-4.425304074665143,-128.69669093740245,-143.58992995645934,0,0,0
Unknown income group,2020-11-16,198489,73.4408707251044,274.3771681509704,265.13285498161076,165.95881634026745,-2.6752570007443195,-133.75596328106465,-146.47366411961744,0,0,0
Unknown income group,2020-11-23,198489,75.7525079681841,274.2990087016113,270.17170336254765,170.50244940665235,-0.9246222041659278,-138.8426508472836,-149.3888476366909,0,0,0
Unknown income group,2020-11-30,198489,78.12206982547548,280.16196675307646,274.3116076739287,175.0277057806446,0.8088890575770189,-143.82908070353201,-152.29802121859217,0,0,0
Unknown income group,2020-04-06,198489,2.179814162823427,76.41582012892161,72.55121639896588,29.12827084717288,-17.727582099025486,-60.41666879372615,-68.2145937252549,0,0,0
Unknown income group,2020-04-13,198489,3.8773404689739586,77.371216863592565,75.80462073332538,31.99452298026296,-18.111305336221083,-62.56280395775832,-73.80253976338648,0,0,0
Unknown income group,2020-04-20,198489,5.506209865587741,82.85741183545998,75.20525404242419,35.42818130969969,-19.875617227125026,-64.09326498147414,-79.055586231376,0,0,0
Unknown income group,2020-04-27,198489,7.544674241358458,88.22196447511311,82.25398757296132,39.46271641555876,-20.316436042176363,-65.16630162171253,-79.36153946653357,0,0,0
Unknown income group,2020-05-04,198489,10.058307019692322,94.01170065559303,89.00109939628297,44.393842651639204,-21.08336285495424,-65.43738397566074,-78.22933109729492,0,0,0
Unknown income group,2020-05-11,198489,11.60653417574895,99.27563299866931,95.79060759416497,47.79453748567948,-22.399582480149352,-64.84490818072263,-76.91353160807768,0,0,0
Unknown income group,2020-05-18,198489,14.155040731129839,105.40593808915646,102.5328028734555,50.996327317654014,-23.8358559133365,-67.32599333386344,-74.55329118386925,0,0,0
Unknown income group,2020-05-25,198489,16.66296762019434,111.67111343800067,109.3951754992023,54.07119538779253,-25.1722519340536,-68.10056586074427,-73.84445487723373,0,0,0
Unknown income group,2020-06-01,198489,18.93727159569862,118.08408551872405,114.68764471214324,57.23059527425085,-26.13850926831997,-69.13654031748912,-72.10847174753984,0,0,0
Unknown income group,2020-06-08,198489,21.830981333937896,124.48893574516931,122.18781115490073,60.30442172668203,-25.749270263112656,-70.2344827391827,-73.50737150175641,0,0,0
Unknown income group,2020-06-15,198489,24.64502088394249,130.53787541052736,128.41118256784083,63.43155136176783,-25.318533032653647,-71.02801818938966,-76.82773208990712,0,0,0
Unknown income group,2020-06-22,198489,27.550193079678174,137.41195578968942,134.29072855433586,68.41846121108688,-24.954160458384653,-73.67583435255203,-80.16467681446282,0,0,0
Unknown income group,2020-06-29,198489,29.641369953335523,145.11074492721067,140.11553454039125,71.88807655260854,-24.068477851020685,-76.4604936220796,-83.42204601656044,0,0,0
Unknown income group,2020-07-06,198489,31.693496790078896,152.73940785140428,146.30027449157356,76.71166062536805,-18.80485970078639,-78.34565799412255,-86.8243394744966,0,0,0
Unknown income group,2020-03-16,198489,-1.2949157603135657,63.46138013907557,59.81274273870456,20.44460449792342,-19.202945516665068,-54.35477344935962,-62.60934801653486,0,0,0
Unknown income group,2020-03-23,198489,0.06971590556040512,68.91237963339815,64.71118199322551,24.365027767113304,-20.19007034064244,-56.617926788157455,-63.86420742511591,0,0,0
Unknown income group,2020-03-30,198489,0.9018092540797593,74.39010815155034,68.14993597348808,25.239069876509102,-19.178652498729083,-58.55010831932566,-65.06793779997011,0,0,0
Unknown income group,2020-12-07,198489,80.59757037774447,286.2257303640232,279.95688087789097,180.64647825012963,2.402653647252285,-148.80651626924532,-155.26151165302505,0,0,0
Unknown income group,2020-12-14,198489,83.00014467879836,292.28126129898567,284.763096556736,187.32679894049,5.836408880864777,-153.7860519246314,-158.1716968346166,0,0,0
Unknown income group,2020-12-21,198489,85.40201198106567,299.30730505209334,290.0384897050706,194.2536784826065,7.893226141048666,-158.96612757152906,-161.112697216334,0,0,0
Unknown income group,2020-01-01,198489,-0.24684883060786084,5.629557404229945,5.3919713982770325,1.779252145765291,-1.4698472946036496,-4.478366797467509,-5.761581148752074,0,0,0
Unknown income group,2020-01-06,198489,-0.36110467073122055,11.274768402782376,10.789048199305512,3.5766502563219813,-2.9454951094597313,-8.563211449422976,-11.541879525115938,0,0,0
Unknown income group,2020-01-13,198489,-0.5202897293535079,17.047175610022812,16.187217281147873,5.380151121616596,-4.4921087791568795,-12.648844685646567,-17.320500516513142,0,0,0
Unknown income group,2020-01-20,198489,-0.670442466573982,22.71301834173916,21.604426944157016,7.179764319396058,-6.031933098944516,-16.70089209650775,-23.101040700480333,0,0,0
Unknown income group,2020-01-27,198489,-0.8989140023503386,28.356336005436454,27.00181099731,8.621563215210385,-7.56863596532649,-20.75351372408967,-28.872931424409504,0,0,0
Unknown income group,2020-02-03,198489,-1.062663722545817,32.84741154075963,32.37087369411837,10.316284958061095,-9.223651927737315,-24.51447891766025,-34.592295896697,0,0,0
Unknown income group,2020-02-10,198489,-1.1599197602778555,38.229543212310794,37.73276170402319,11.992565594076908,-10.760501164127469,-26.734427667097194,-40.546114739980425,0,0,0
Unknown income group,2020-02-17,198489,-1.3322128291741837,43.558838189519236,42.884120392163574,13.495219054473484,-12.691060560844505,-32.97134663826155,-46.63686988002003,0,0,0
Unknown income group,2020-02-24,198489,-1.5576264492685707,48.69017226348905,47.429482899714884,13.745067451106138,-14.697764433886565,-39.20957012291899,-52.749259102896175,0,0,0
Unknown income group,2020-03-02,198489,-1.6681255543099094,53.38191484993385,51.31264866529118,15.052963165843101,-16.374185013390743,-45.241253990798384,-59.136719832705566,0,0,0
Unknown income group,2020-03-09,198489,-1.7575306421213972,58.46002197443394,55.635345280337944,18.493906614730438,-17.698463605067538,-49.712272288905154,-60.85698647815234,0,0,0
Unknown income group,2021-03-08,198489,110.74798886691582,381.84591751928025,365.2292295853317,241.74720842364795,22.370680737193442,-185.49068048183,-203.13600312384477,0,0,0
Unknown income group,2021-03-15,198489,112.57997166007635,387.7161306878997,371.4405074930115,245.62025671709418,23.415897930017312,-188.11247216914057,-205.96891568489124,0,0,0
Unknown income group,2021-03-22,198489,114.38436142764192,393.65450421162103,377.6287386267533,249.6519439521399,24.775930203582465,-190.7843190673751,-208.73599534163134,0,0,0
Unknown income group,2021-03-29,198489,115.88247320618638,401.15639911997624,384.44182196873055,250.76022671926623,25.867127632203935,-193.36776135429213,-211.4418218756389,0,0,0
Unknown income group,2021-04-05,198489,118.53537676726344,408.00163935733434,392.10494292841656,251.99575713847233,25.07835260186959,-195.16112620660112,-214.1685871075692,0,0,0
Unknown income group,2021-04-12,198489,121.11447600513999,413.7925232433718,400.04213582200833,253.3538841302405,22.82455110040296,-196.96206895837537,-216.88147638929252,0,0,0
Unknown income group,2021-04-19,198489,123.63084952600094,420.79551186511907,407.9485468779805,255.0555756326621,22.86016280702317,-198.65346517266136,-219.60305822992186,0,0,0
Unknown income group,2021-04-26,198489,125.65897987662896,426.69263262230197,415.8701483542406,258.2745027850649,22.749808478010976,-200.85286006265392,-222.27856870138612,0,0,0
Unknown income group,2021-05-03,198489,127.16878430029729,432.04428547261045,417.76315428582296,259.6757535561628,21.11804985012202,-203.40733652205947,-226.07316836422518,0,0,0
Unknown income group,2021-05-10,198489,128.71118852795655,437.4043837975228,420.6980067996986,262.28956476919507,20.4817467834657,-205.95636102393726,-229.94620666868502,0,0,0
Upper middle income,2020-04-27,2911064628,41651.56375377227,215769.0905922628,209572.5070417411,108524.06839940933,25258.534792738294,-49296.45221688493,-89858.98440840312,1987420.9597057593,37498.50867369357,25527.11
Upper middle income,2020-05-11,2911064628,110270.8089298732,354300.24627209804,319917.4692668589,183149.7192892589,77113.4451577028,-15030.715533867446,-67147.98548078537,4700350.4585937,88685.8577093151,43205.140999999996
Upper middle income,2020-05-25,2911064628,187884.78226874955,492475.436401268,464666.43546891666,267094.00489264826,135443.71670174296,26962.98846054125,-38691.132991957886,7703331.2908149725,145345.87341160327,67692.177
Upper middle income,2020-06-01,2911064628,228218.10864023567,574571.9229367869,536798.8685268484,316366.687053765,169653.5341030654,55377.91017340619,-21706.997632828028,9201797.287570791,173618.81674661872,81549.188
Upper middle income,2020-06-08,2911064628,271074.6856566442,650041.4025881933,610993.6423073122,370445.88192406174,203590.06405656348,92277.02871124739,23415.34066423977,10769265.750993276,203193.69341496748,97194.202
Upper middle income,2020-05-04,2911064628,74735.45205387325,274423.12212334,265724.6521853591,144679.5197929162,49048.33736126404,-34147.55957787172,-75901.9055114001,3282047.0758163966,61925.41652483768,34028.127
Upper middle income,2020-06-22,2911064628,364768.32840769744,831410.8195850851,784664.4701404442,471260.13612743,273674.40921923507,171540.70042716054,119143.30646845026,14173339.534638692,267421.5006535602,132339.193
Upper middle income,2020-05-18,2911064628,149155.29044796448,412788.7683756979,392499.12982476,222667.16106910168,106244.62285322438,5161.406519594897,-52981.48194796993,6192072.974704335,116831.56556045917,55108.172
