World_Bank_income_group,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Lower middle income,2020-02-03,2954075487,1890.4351009744146,5128.507244774692,3794.5222187986487,1890.4351009744146,-887.3922733740983,-2454.513443288878,-5552.9083771818005,-4713.705278326566,-96.1980669046238,0
Lower middle income,2020-01-01,2954075487,1987.1539302405188,5030.146299455063,4004.2556318559436,1987.1539302405188,-887.3037179197289,-2489.160933067943,-5264.412670174341,0,0,0
Lower middle income,2020-02-10,2954075487,1875.2448069869845,5019.415952471172,3832.9294629650544,1875.2448069869845,-895.0381552585055,-3700.9728236848932,-5454.923985712122,-4713.705278326566,-96.1980669046238,0
Lower middle income,2020-02-17,2954075487,241.8289909243269,5075.661873779615,3639.0129089054853,805.935917867799,-972.4280569403111,-2489.0695994989646,-4352.4807733881335,-4328.657533575941,-88.33994966481511,0
Lower middle income,2020-02-24,2954075487,152.77236267643772,4965.641160984906,3570.9791724420725,714.1985540776732,-1191.308617154237,-2686.2646393325713,-4159.991497940382,-4328.657533575941,-88.33994966481511,0
Lower middle income,2020-03-02,2954075487,568.6013897459071,6215.303062193883,5319.050860173064,1752.700772189606,-705.0442388969856,-2616.2663999667147,-3999.60330391652,-4422.756615374729,-90.2603390892802,0
Lower middle income,2020-01-27,2954075487,2053.8122933493087,5320.738641897541,3908.151051397422,2053.8122933493087,-864.0983554751554,-2332.4127816015725,-5101.268036263332,0,0,0
Lower middle income,2020-03-09,2954075487,378.726961223546,5538.364694273886,3596.8913747544284,1528.044469877333,-719.0023780927526,-2627.07385169384,-4408.998126448676,-10659.445118265836,-217.5396962911395,0.143
Lower middle income,2020-03-23,2954075487,148.75678019725964,3501.7788747558775,2936.641303385865,1027.117867960353,-778.1409987704255,-3563.257043789859,-3794.7585419849593,-12058.989271851993,-246.1018218745305,11.574
Lower middle income,2020-03-30,2954075487,48.36691295722945,4136.463940366206,3892.3394340325417,1106.6390640558466,-1136.6901205292863,-3430.8872736017493,-4128.870160414194,-11907.78927185199,-243.01610758881614,32.859
Lower middle income,2020-04-06,2954075487,-105.92882895516333,4266.082793420705,3785.582368574983,1212.1084812325914,-1309.0801037378365,-4394.820139392201,-4680.614767972543,-20321.542390131526,-414.7253549006434,81.42999999999999
Lower middle income,2020-12-21,2954075487,12172.682829523266,20594.570650608817,18388.229260405507,14016.288956513537,7925.713991940606,5233.165393911163,4895.606005077462,36772.88237174345,750.4669871784378,969.1419999999999
Lower middle income,2020-12-28,2954075487,10231.07818242915,18150.625275893228,16950.887762407358,10245.670664336092,5976.3080996481895,2852.9450124006585,2735.07404933036,43498.628245210544,887.7271070451131,814.428
Lower middle income,2021-01-04,2954075487,9466.2513229785,17711.12429985595,16095.725379165064,9972.193960439645,5299.38148634413,2419.726207051708,1982.4171105119888,15497.098135105869,316.2673088797116,815.572
Lower middle income,2021-01-11,2954075487,9118.701466669841,18167.195901646664,15537.005102404119,9461.80665161851,4765.9211760931,2025.7534187003703,1978.0490136854428,15479.59813510382,315.91016602252694,774.142
Lower middle income,2021-01-18,2954075487,8904.04990082571,17191.45016890928,15270.073160491815,8960.067413388342,4453.976445724047,2003.4690239825588,1563.9803487030338,14928.931468437147,304.6720707844316,849.287
Lower middle income,2021-01-25,2954075487,8863.913613752035,17180.296885501477,15176.876250714362,8863.913613752035,4516.110755343118,1869.8815128428132,1729.848634717982,14727.098135103815,300.553023165384,831
Lower middle income,2021-02-01,2954075487,8518.805815310645,16770.655653614274,12626.166852953658,8723.85341240969,4250.533856644272,1846.473571690641,1274.6502197739758,15245.45339094375,311.1317018559949,763.286
Lower middle income,2021-02-08,2954075487,8205.963446252028,15676.854740264573,13722.430695606296,8343.184509830207,3687.9800847766755,1431.3924867062929,1021.4426956451,13283.12005761042,271.0840828083759,682.285
Lower middle income,2021-02-15,2954075487,7982.755166872542,15911.797659473443,13505.077946051239,8294.182131065052,3442.681412385043,1595.723232209954,1379.8736671601405,13689.297035011496,279.3734088777856,603.428
Lower middle income,2021-02-22,2954075487,7741.467182459013,16060.564131399055,13342.339040911716,8854.54199255768,3588.8608149862584,1807.2180792360227,1621.4607501960693,13689.297035011496,279.3734088777856,614.857
Lower middle income,2021-03-01,2954075487,8553.245252896877,16584.605436164293,13198.435061807213,9466.114851409873,4122.147253834575,2303.673120995165,1723.2415869380295,-239.2245323335163,-4.882133312928904,670.857
Lower middle income,2021-03-08,2954075487,8737.926573979048,16851.911237918284,13668.612520969682,9631.077291987138,3725.4063607097155,1952.947571090052,1583.2031219375758,-239.2245323335163,-4.882133312928904,596.572
Lower middle income,2020-03-16,2954075487,306.13872439564574,5350.455948637611,3400.2854687135605,1363.8916031368988,-866.1771932529329,-3122.17726912979,-3865.0403848586857,-12112.451179939184,-247.19288122324866,4.286
Lower middle income,2020-11-23,2954075487,12482.533774276531,19532.955896676627,18390.149868544268,12672.236876743445,7019.357542824614,4972.644616788586,4540.870157457134,41557.734573572874,848.1170321137322,1180.572
Lower middle income,2020-11-30,2954075487,13219.237355778747,19438.441705318633,18350.68594222441,13219.237355778747,7443.092460098501,4930.302269420642,4373.293562901703,42103.73457357289,859.2598892565895,1066.144
Lower middle income,2020-12-07,2954075487,13565.984193508135,18807.100791327728,18429.604234765306,14552.836260130167,7911.751708169257,5505.78382569435,5247.168827157629,36823.282371743444,751.4955586070091,1073.856
Lower middle income,2020-12-14,2954075487,13651.171916456939,20157.943542867975,19251.645085501965,13727.096368332073,7973.429857007136,5300.070954955122,4896.0685248613945,36478.88237174345,744.4669871784378,987.857
Lower middle income,2021-04-19,2954075487,23303.870250102053,34970.85492140239,29115.769789008948,23303.870250102053,15374.46400573143,10334.124080105166,8918.261020032553,0,0,2365.717
Lower middle income,2021-04-26,2954075487,22883.00521486824,35525.73755379187,30112.86989485369,23466.096078926457,16033.595872255128,10872.659244050563,9447.880446515734,0,0,3509.572
Lower middle income,2021-05-03,2954075487,24162.864908821528,37924.76467716001,35625.9119679321,25128.425741304105,17589.0228742961,11723.986369268914,10557.30526763475,0,0,4479.572
Lower middle income,2021-05-10,2954075487,26097.0625010488,41869.677758569844,39632.26528970848,26097.0625010488,17218.25029462104,10727.149149243876,10201.558705827849,0,0,4908.429
Lower middle income,2020-05-11,2954075487,2508.2742823530843,10071.72145824816,8610.651030289375,4315.266386703305,862.0655476503393,-1570.2118252299167,-1718.8877900337804,8402.597824922334,171.4815882637211,235.571
Lower middle income,2020-05-18,2954075487,2640.4171783207,11168.742810076667,10216.494346452537,4457.931593101653,848.8179028969216,-1755.8334877618918,-2384.8825031946685,8382.997824922324,171.0815882637209,261.43
Lower middle income,2020-05-25,2954075487,2571.8693290159363,11903.995935186724,11393.125774035003,5198.3720083618955,984.5377965594109,-1965.3405383834684,-2174.3390624111125,7947.5978249223,162.19587397800612,292.716
Lower middle income,2020-06-01,2954075487,4586.974130473596,15412.251492503012,15307.158867906433,8166.532142143113,3737.281249878809,69.13460749663143,-391.2479307257609,77848.13760986857,1588.7375022422157,415.43
Lower middle income,2020-06-08,2954075487,6258.886736820014,16199.413250519912,15702.878261724394,8502.03483833494,4191.575151836511,395.59680551270156,-392.0052256890335,77992.33760986857,1591.680359385073,507.00199999999995
Lower middle income,2020-06-15,2954075487,10037.323532649969,22003.72369619393,18829.285127803716,12090.491203424292,6227.031905573618,2465.5950495174593,1316.6548707275263,78025.93760986856,1592.366073670787,904.714
Lower middle income,2020-06-22,2954075487,10560.245899853277,19114.40498660683,18532.860228819052,13034.661323319557,6699.020475918676,2994.5269780081803,1364.3065176977257,78846.33760986855,1609.1089308136438,965.43
Lower middle income,2020-06-29,2954075487,11623.100980389932,21467.648682240917,18806.00287851955,13860.629026016488,7034.462235056604,3560.7770850380653,3212.0115852091376,77881.73760986856,1589.42321652793,760.284
Lower middle income,2020-07-06,2954075487,11481.059780605676,20876.767606469875,18491.08410456611,14015.754899956766,6771.901438580895,4078.882557217042,2876.8028145462004,64447.668792664015,1315.2585467890615,837.857
Lower middle income,2021-03-15,2954075487,9413.32143412091,16674.491539208222,13357.537213035861,9413.32143412091,4290.90906761108,2123.3404120104296,1922.986940136976,-239.2245323335163,-4.882133312928904,648.861
Lower middle income,2021-03-22,2954075487,9678.605845647115,17860.82934964945,15852.68239174325,9678.605845647115,4387.206011276955,2466.218120356885,1951.0904980297553,-239.2245323335163,-4.882133312928904,727.717
Lower middle income,2021-03-29,2954075487,9588.425497001832,17809.983031118358,15968.140626878047,9588.425497001832,4546.648829512022,2264.6393762001417,1860.8858951243476,-239.2245323335163,-4.882133312928904,933.571
Lower middle income,2021-04-05,2954075487,11002.006546401572,19663.219294004222,17737.030697490274,11002.006546401572,5268.652595159207,2691.9185931497104,1627.8600702345088,0,0,1261.573
Lower middle income,2021-04-12,2954075487,14471.09651975606,21911.00986952942,21053.704003826555,14788.666818719503,7281.085990632115,3960.035259458066,3759.7373367421296,0,0,1855.003
Lower middle income,2020-08-17,2954075487,15878.743762621265,25616.45826661454,24050.5961854726,16209.950898304269,8794.743046211846,5677.230892541313,5210.6966160773945,47124.97201847064,961.7341228259314,1253.2839999999999
Lower middle income,2020-08-24,2954075487,14040.804424563232,25299.311416637323,20838.614522213284,15241.013300773922,7978.503850686591,5039.324619983728,4914.461584912369,46037.172018470636,939.5341228259314,1209.574
Lower middle income,2020-08-31,2954075487,13878.128334962315,25091.27594798673,20671.416437777894,15602.16081195648,8237.003037472297,5248.199901275924,4895.465182744972,39049.3384700835,796.92527489966335,1374.5720000000001
Lower middle income,2020-09-07,2954075487,13830.318991776347,24752.45423031104,20288.85461628875,15681.623979472746,8843.808354853149,5368.673411797652,4610.133386551451,31683.53457357296,646.6027463994482,1634.287
Lower middle income,2020-09-14,2954075487,14910.591985296003,24749.2262290439,21594.736724846567,15707.433396552335,9524.481770424836,5490.877825437238,4901.895058118652,33327.134573572956,680.1456035423053,1497.859
Lower middle income,2020-09-21,2954075487,16653.452060989926,24225.957295035125,22074.093418239376,16653.452060989926,9685.075669555288,5445.796073651585,5028.326746794989,33479.73457357296,683.259889256591,1488.714
Lower middle income,2020-09-28,2954075487,16030.977241075694,24384.362592082773,20301.711210952937,16030.977241075694,8584.925308356953,5002.725636868531,4234.995048015177,34356.134573572956,701.1456035423053,1391.715
Lower middle income,2020-10-05,2954075487,14852.051088573455,21644.989630250246,19929.746224649734,14980.293052606085,8379.637376387569,4906.378155531894,3852.598885349825,31031.912853142923,633.3043439416923,1396.4279999999999
Lower middle income,2020-10-12,2954075487,13789.632745209945,17495.85124964469,17402.796198006115,13789.632745209945,7549.899982813243,4252.030102871703,3745.5322081818977,32584.512853142925,664.9900582274066,1299.8600000000001
Lower middle income,2020-10-19,2954075487,12914.089125563814,17780.184770341555,17532.750010823263,12914.089125563814,6602.867526259112,4301.026226292672,3600.427590805398,32531.312853142917,663.9043439416922,1171.714
Lower middle income,2020-10-26,2954075487,12330.801609930788,17912.006138893783,17419.582436022614,12330.801609930788,6649.5078801600175,4811.560045279247,4086.2131963434035,32494.912853142923,663.1614867988352,1050.145
Lower middle income,2020-11-02,2954075487,12749.421626792524,19059.00420384766,17821.66046894157,12749.421626792524,7187.087127302343,4973.534177690595,4699.240972881849,42259.13457357289,862.4313178280181,975
Lower middle income,2020-11-09,2954075487,12779.347559902291,19246.668033378268,18024.43438387214,12779.347559902291,7277.315916892362,5198.609419107216,4583.480770840704,41521.33457357288,847.3741749708752,1126.714
Lower middle income,2020-11-16,2954075487,12232.95835956282,20293.692387569256,18418.55385438386,12676.717681387532,7165.382198087593,4844.980735991279,4652.662540297121,42081.33457357289,858.8027463994466,1025.573
Lower middle income,2020-07-20,2954075487,12114.646496963542,22091.40450689361,19838.90517528612,13788.326453772295,7474.777872939891,4495.126578954227,4089.0121440089133,64597.46879266402,1318.3156896462044,1094.001
Lower middle income,2020-07-27,2954075487,15190.710628850073,22557.78661687717,21496.674492005182,15190.710628850073,8015.754417900831,4111.621788216325,3737.9915293824615,66064.66879266402,1348.2585467890615,1114.713
Lower middle income,2020-08-03,2954075487,15770.997925070787,22403.75815199395,20576.414194292458,15770.997925070787,7711.584163755797,4571.246502775569,3615.6730490989407,44945.17201847064,917.2484085402172,1142.289
Lower middle income,2020-08-10,2954075487,15893.23720011122,20598.342139969667,19291.683211368803,15893.23720011122,8235.271262335089,4515.078322832463,3141.519483014281,46689.572018470644,952.8484085402172,1224.288
Lower middle income,2020-04-13,2954075487,288.08741815995575,5033.402728654283,4504.138331162763,1786.8479842090765,-883.0138311886401,-3510.4703001587363,-4376.740860807868,-20777.94239013154,-424.03964061492934,120.432
Lower middle income,2020-04-20,2954075487,1716.4757716264126,13948.89289229344,7894.649975151722,2883.3559009629384,-525.1912564584393,-2942.186336492197,-3096.327236767233,-20959.94239013153,-427.7539263292149,126.003
Lower middle income,2020-04-27,2954075487,1188.7741583837114,6187.359988864799,6009.017601701406,2325.73863482588,-465.6640641954438,-2779.907460463031,-3197.3447167998343,-20656.142390131532,-421.5539263292149,154.714
Lower middle income,2020-05-04,2954075487,2309.4493541154357,8776.198217593736,7871.402907518441,3965.8114067228153,514.9781721537599,-1682.079841289674,-1884.1092617245172,8135.1978249223275,166.0244454065781,204.715
Lower middle income,2020-07-13,2954075487,12767.118233317118,20283.759216106984,18407.371315899774,13959.308848990506,7179.739312503729,4301.416973449076,4252.598231787102,64261.468792664025,1311.4585467890618,910.429
Unknown income group,2020-09-07,198489,0.338220974797098,0.9575213458062014,0.9443791411688756,0.6274518543820898,0.07820817532752689,-0.3674859930038066,-0.4612767728326315,0,0,0
Unknown income group,2020-09-21,198489,0.3640850508496436,0.9928303818221375,0.9566202154790785,0.6316676687497667,0.09918561607948403,-0.3354730799166888,-0.4726559778621446,0,0,0
Unknown income group,2020-08-31,198489,0.42581226844244097,0.9796795839232553,0.9561575596978362,0.6438754455318042,0.08394589075265138,-0.3649226980749436,-0.46147140017849597,0,0,0
Unknown income group,2020-10-05,198489,0.30119140261575766,1.0227232161844328,0.9700485027982233,0.6249215369949682,0.06909528235149119,-0.3313738982168244,-0.53118789600276906,0,0,0
Unknown income group,2020-10-12,198489,0.3596807668517833,1.1501380669408403,1.0380386348810695,0.7037255448034764,0.07480108374274405,-0.3699190061069235,-0.4417172412071091,0,0,0
Unknown income group,2020-10-19,198489,0.1960886550912277,1.1679859127804673,1.1597444728608806,0.8084422200827986,0.07290934043972902,-0.544504668520461,-0.720685284717981,0,0,0
Unknown income group,2020-09-14,198489,0.28294215313959137,1.0130110145769444,0.957490969134135,0.6315010983571837,0.0850538944453661,-0.35675975077738875,-0.47113324238022164,0,0,0
Unknown income group,2020-10-26,198489,0.15971435608815215,1.1190639122002253,1.0659970538297068,0.7492960272647219,-0.02033663859949797,-0.5896802185860576,-0.7202880515568462,0,0,0
Unknown income group,2020-11-02,198489,0.2567484953538913,1.1540751741341646,1.1395967524524222,0.8223413256941927,0.035310214712089755,-0.6065159464041132,-0.7222316350763547,0,0,0
Unknown income group,2020-09-28,198489,0.27621634985340876,0.9611021655010165,0.9332503515191882,0.6034423391401391,0.0648911140299119,-0.346191997536052,-0.5030882698024659,0,0,0
Unknown income group,2020-07-13,198489,0.4039701640505584,1.0900831682261451,0.9973239777858471,0.6762229357573051,0.11441902350881736,-0.4271323095573219,-0.4666466993161413,0,0,0
Unknown income group,2020-07-20,198489,0.2639711262922785,0.9980414345098977,0.9134203576795354,0.5890356403826396,0.04857743267781871,-0.4010428411492021,-0.4813822382402783,0,0,0
Unknown income group,2020-07-27,198489,0.37174584081179096,1.0058417887479516,0.9618915733414236,0.6497406268316633,0.11581669373388319,-0.42146851581180916,-0.49070347839164236,0,0,0
Unknown income group,2020-08-03,198489,0.3294340143769309,0.9758350157066316,0.9441748617392707,0.6473767031902316,0.10373088036807833,-0.4082491113670297,-0.49068592869717204,0,0,0
Unknown income group,2020-08-10,198489,0.30878363786891033,0.9878342098700299,0.9434512925042503,0.6552778432058769,0.09454527435674431,-0.4070410544682082,-0.47831745651442376,0,0,0
Unknown income group,2020-08-17,198489,0.3212377638004495,0.9920239311123392,0.9669169788771862,0.6555629425002856,0.10045604303757973,-0.3985064484952543,-0.48402382751255224,0,0,0
Unknown income group,2020-08-24,198489,0.34257067486555054,0.9488341034517933,0.9129398377553389,0.5887074741853046,-0.03522854310314959,-0.34510059584585173,-0.3926621012026094,0,0,0
Unknown income group,2020-12-28,198489,0.42283757780863007,1.2044890388094114,1.169847214438618,0.8347289943095404,0.12444827816432147,-0.5937137305356616,-0.7497367168050293,0,0,0
Unknown income group,2021-01-04,198489,0.5028902723464407,1.1810818192086274,1.132211346288084,0.7958581429422188,0.1322557501785009,-0.617745739121115,-0.7626638788084965,0,0,0
Unknown income group,2021-01-11,198489,0.36940121710723633,1.1695580921352642,1.0999174621497518,0.7183294571308899,0.07140920127944617,-0.5447408895127752,-0.763362449782946,0,0,0
Unknown income group,2021-01-18,198489,0.3774211931618941,1.147862677844906,1.124676022815312,0.7170147976019399,-0.0030213053814614043,-0.5431899712318828,-0.7414330182516459,0,0,0
Unknown income group,2021-01-25,198489,0.2974093295186425,1.1355603299980614,1.1141448396473976,0.6738726489111899,-0.015668072876518786,-0.547375664606765,-0.7857479709127525,0,0,0
Unknown income group,2021-02-01,198489,0.2767819863890378,1.1526299990676692,1.1040760211001728,0.6563830921419039,-0.023919216237435235,-0.45944381314691213,-0.6963979707768566,0,0,0
Unknown income group,2021-02-08,198489,0.28878794580508216,1.1879673257198964,1.1360088192606566,0.6477712865094106,-0.0354266491582198,-0.48184829536908513,-0.8090681659482198,0,0,0
Unknown income group,2021-02-15,198489,0.35979119806881305,1.1418679528831435,1.0601653961718105,0.5321456171335691,-0.0570183169845491,-0.4735801096693715,-0.553105188482952,0,0,0
Unknown income group,2021-02-22,198489,0.2571596863230426,1.0335921730827846,0.9222755503504861,0.4977548583713344,-0.08883137359056208,-0.4869649505585087,-0.6145665027679581,0,0,0
Unknown income group,2021-03-01,198489,0.19687969476654088,0.9055384223952497,0.8411631877941702,0.44070297560366567,-0.1006465068719651,-0.5576523761053833,-0.6535281219675569,0,0,0
Unknown income group,2020-11-09,198489,0.33106785939518496,1.1708718691712188,1.1395602604989206,0.8394024621701272,0.18785488798444794,-0.5904758900206382,-0.720127504464687,0,0,0
Unknown income group,2020-11-16,198489,0.3304290076018519,1.1702556016558832,1.1615423016904174,0.8196712902104338,0.16298832929145343,-0.5932669248214341,-0.7227531919517438,0,0,0
Unknown income group,2020-11-23,198489,0.3302338918685291,1.1708452811357024,1.1615338281136822,0.8009698767194792,0.15158635872840281,-0.5942923895072514,-0.7266696523169954,0,0,0
Unknown income group,2020-11-30,198489,0.33850883675590954,1.1708230598730693,1.1628058918668769,0.8353548656536088,0.16400270763390867,-0.5952674904680008,-0.7123471223212013,0,0,0
Unknown income group,2020-04-06,198489,0.18257212982052393,1.0824101988891486,0.9759685102752129,0.5997995218410832,-0.15183151890799737,-0.49907580370561244,-0.7487344156221187,0,0,0
Unknown income group,2020-04-13,198489,0.2425037580215045,1.078358287703118,0.9527185586987162,0.5388899444260037,-0.1421745577645537,-0.5401306964821214,-0.7982780054473684,0,0,0
Unknown income group,2020-04-20,198489,0.2326956280876833,1.0541280479017012,0.9527723295028532,0.5534788418293458,-0.1600362974031276,-0.550504486160247,-0.7504352097127882,0,0,0
Unknown income group,2020-04-27,198489,0.2912091965386738,1.0622009603147597,0.9408258950203143,0.5600884154833633,-0.044295228675721936,-0.4582659207006013,-0.6671687329502453,0,0,0
Unknown income group,2020-05-04,198489,0.35909039690483763,1.063696734180151,0.9575059461736084,0.6130539256895325,-0.06784239731004926,-0.43569584839924624,-0.5183181687000922,0,0,0
Unknown income group,2020-05-11,198489,0.22117530800808968,1.1058187484003725,1.0570012085898801,0.6336761377149185,-0.007920821198492557,-0.3869855496759683,-0.4090464068215483,0,0,0
Unknown income group,2020-05-18,198489,0.3640723650544128,1.0459882499139295,1.0090718501103275,0.6369128696719527,-0.01594529765480516,-0.3287834753377598,-0.4522832232900875,0,0,0
Unknown income group,2020-05-25,198489,0.35827526986635727,1.045194860153302,1.0210395220049342,0.6359420351994434,0.017852882396946268,-0.34167052154654387,-0.44099148880732914,0,0,0
Unknown income group,2020-06-01,198489,0.3249005679291828,1.040892962398423,1.0186597386300504,0.5742909691901592,-0.010993287234345861,-0.36942783770051263,-0.42068639232409216,0,0,0
Unknown income group,2020-06-08,198489,0.41338710546275353,1.3217448943422683,1.115459201762873,0.6629928202488162,0.055605572172473874,-0.37048338813085463,-0.468409353414516,0,0,0
Unknown income group,2020-06-15,198489,0.40200565000065647,1.1318485728519931,1.054463041670116,0.6858391983135178,0.06153389006557242,-0.3713918465917716,-0.47433722687867147,0,0,0
Unknown income group,2020-06-22,198489,0.4150245993908118,1.1545249046914128,1.06617927947237,0.7114023384941173,0.05205322489557047,-0.37825945188033916,-0.4767063892222443,0,0,0
Unknown income group,2020-06-29,198489,0.29873955337962127,1.099827019645895,1.0241730547129086,0.6083638894826091,0.027497473170037208,-0.4325093730635176,-0.46533845744251595,0,0,0
Unknown income group,2020-07-06,198489,0.29316097667762475,1.022641875514041,1.0004820202139701,0.5985436610599661,0.06828818165711935,-0.393929013970477,-0.4860419225623079,0,0,0
Unknown income group,2020-03-16,198489,0.06608784025826166,0.7800640685951309,0.7414325838636668,0.3233743330031611,-0.1918333457994319,-0.8258343714663899,-0.8997923148197654,0,0,0
Unknown income group,2020-03-23,198489,0.19494738083913868,0.9678517912712269,0.7886258739427142,0.45624885497363027,-0.17957918315622798,-0.7576473721602857,-0.7815411380099326,0,0,0
Unknown income group,2020-03-30,198489,0.11887047835990774,0.9854240138585334,0.9077074680589046,0.5162287911243038,-0.13345748924044976,-0.4943945773274347,-0.7634512681058574,0,0,0
Unknown income group,2020-12-07,198489,0.3536429360384298,1.2145471387751832,1.1703898616379202,0.8296105102594321,0.17757194097942286,-0.590841062743653,-0.7110622236733274,0,0,0
Unknown income group,2020-12-14,198489,0.34322490015055457,1.226427478425884,1.1791032290427246,0.8392173250173266,0.1370776762259399,-0.5726648049428579,-0.7113622364837258,0,0,0
Unknown income group,2020-12-21,198489,0.34312390032390055,1.2251269765150121,1.1629878014481894,0.8409116094301041,0.12653141438981994,-0.5942387436717032,-0.7295106111641678,0,0,0
Unknown income group,2020-01-01,198489,-0.035264118658265835,0.8042224863185635,0.7702816283252903,0.25417887796647015,-0.2099781849433785,-0.6397666853525014,-0.8230830212502963,0,0,0
Unknown income group,2020-01-06,198489,-0.016322262874765674,0.8064587140789188,0.7715606985989444,0.2567711586509558,-0.21838373206765083,-0.5835492359936383,-0.8257569109091235,0,0,0
Unknown income group,2020-01-13,198489,-0.022740722660326774,0.8246296010343481,0.7711670116917657,0.2717674033322361,-0.22094480995673546,-0.5836618908890844,-0.8255172844853149,0,0,0
Unknown income group,2020-01-20,198489,-0.021450391031496287,0.8094061045309069,0.773887094715592,0.2474242336952089,-0.21997490282680524,-0.5788639158373117,-0.8257914548524555,0,0,0
Unknown income group,2020-01-27,198489,-0.03263879082519381,0.8061882376710415,0.7710548647361404,0.24144298275170936,-0.21952898091171064,-0.5789459467974178,-0.8245558177041674,0,0,0
Unknown income group,2020-02-03,198489,-0.02339281717078265,0.7770987654097022,0.7344248246586126,0.25974158762660216,-0.2417542951418643,-0.5557571616456632,-0.8170520674696431,0,0,0
Unknown income group,2020-02-10,198489,-0.013893719676005455,0.7688759530787376,0.7490447341984786,0.23946866228797317,-0.23347708449700735,-0.621782368442138,-0.8505455490404887,0,0,0
Unknown income group,2020-02-17,198489,-0.024613295556618325,0.7613278538869204,0.719166001709242,0.1699782049402469,-0.2757941995310051,-0.8442867129770164,-0.8909884244520511,0,0,0
Unknown income group,2020-02-24,198489,-0.0322019457277696,0.7298594785353453,0.6247783062203792,0.15927467615397717,-0.299373927851831,-0.8581513181290915,-0.8911747835224915,0,0,0
Unknown income group,2020-03-02,198489,-0.015785586434476945,0.7128005887541768,0.6682735154768951,0.20672726315787307,-0.2956835206958772,-0.8662578970908213,-0.9124943899727702,0,0,0
Unknown income group,2020-03-09,198489,-0.012772155401641117,0.7604560114020534,0.7334568748924578,0.23513418089032748,-0.22033078771384962,-0.8419589882175864,-0.9262783558582504,0,0,0
Unknown income group,2021-03-08,198489,0.27149373954037564,1.0589096693698277,0.8992561840240958,0.4994541461403915,-0.09697926551648943,-0.5371897823131485,-0.6713197918415436,0,0,0
Unknown income group,2021-03-15,198489,0.26171182759436307,1.0347701765046162,0.9046428886960505,0.4876888680435237,-0.10939670448065156,-0.528333937898335,-0.6233725622720278,0,0,0
Unknown income group,2021-03-22,198489,0.2577699667950801,1.0549261910515835,0.8922330221840743,0.4968254650187555,-0.10156364975378437,-0.5294067810644649,-0.6257094814292518,0,0,0
Unknown income group,2021-03-29,198489,0.21401596836349315,1.0596115258824834,0.9012324941126139,0.49954676510830676,-0.10076709432886986,-0.4661744322483121,-0.5709080928850953,0,0,0
Unknown income group,2021-04-05,198489,0.3789862230110115,1.1266284963216093,1.0610984862046824,0.5344447553719021,-0.08875587462231742,-0.4640587812229622,-0.5465908936665963,0,0,0
Unknown income group,2021-04-12,198489,0.3684427482680767,1.1432777735291437,1.0866801150538261,0.5526297692064932,-0.06384171922701182,-0.47915218441323065,-0.6015910581277973,0,0,0
Unknown income group,2021-04-19,198489,0.3594819315515651,1.146218110787498,1.0802862407936433,0.5537730475681972,-0.08763322999005387,-0.43130386484625827,-0.6051808151631696,0,0,0
Unknown income group,2021-04-26,198489,0.2897329072325735,1.0623364403952826,0.9173670249630934,0.5084945772262924,-0.0978807920475407,-0.4370885170717738,-0.6238962748808089,0,0,0
Unknown income group,2021-05-03,198489,0.21568634623833285,0.8907978494464045,0.8101992267747383,0.4089868098662859,-0.17663310667020715,-0.6095912750327751,-0.855362793809966,0,0,0
Unknown income group,2021-05-10,198489,0.22034346109417938,0.901691050134172,0.8168902610062299,0.3940126020173552,-0.14235055891670428,-0.6027243767957068,-0.8549137991140809,0,0,0
Upper middle income,2020-04-27,2911064628,3203.9484535822894,9903.204978756263,8631.020129005863,4092.536771420887,2254.735810133411,1358.4383242927856,313.2482569942541,129092.04709415465,2435.699001776503,890.86
Upper middle income,2020-05-11,2911064628,5076.479553714277,11007.118247537977,10217.67317178171,5755.967186903639,3714.4721468701837,2730.9777205720384,1250.5600043735317,202614.7689681862,3822.9201692110605,1311.002
Upper middle income,2020-05-25,2911064628,5532.784545826439,11050.535381474057,10757.81124325604,5908.584950146818,4287.514977389402,3114.5117058494793,2041.4784222874353,215894.0451586624,4073.4725501634416,1797.7150000000001
Upper middle income,2020-06-01,2911064628,5761.903767355159,11842.609742104934,11170.288894222147,6491.280198944378,4479.494309024378,3213.755618840012,2003.370257194732,214066.57096511702,4038.9919050022077,1979.573
Upper middle income,2020-06-08,2911064628,6122.368145201213,12388.176620872822,11571.57280539793,6918.02334582362,5014.733150853782,3978.3653101951872,2771.2468134923274,223924.06620321205,4224.98238119268,2235.002
Upper middle income,2020-05-04,2911064628,4726.269757157282,10546.559090713994,9867.911478413896,5566.431909568368,3357.001632949854,2334.8849221817973,845.1300178795886,184946.58801580538,3489.5582644491583,1214.431
Upper middle income,2020-06-22,2911064628,6860.381348163523,13522.292718595096,12557.058665708939,7698.725208067685,5612.045573995903,4778.525192343463,4165.150752368512,250197.83622232368,4720.713890987239,2709
